lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment
bar	nf_1846_748061.txt-1284-3	fic_2000_52518.txt-317-5	One  of  the  bars  of  the  prison-  window  had  become  detached,  so  that  it  could  be  removed  without  any  difficulty,  allowing  any  one  of  moderate  dimensions  to  get  through  the  aperture.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	11:15	[11,  14]	21:24	[21,  24]	
bar	mag_1989_492439.txt-6-25	mag_1821_553342.txt-352-17	help  explain  how  pirates  once  used  a  treacherous  narrows  to  prey  on  passing  boats,  or  how  pilots  inched  their  boats  and  barges  past  sand  bars  and  other  dangers.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	137:141	[120,  123]	102:105	[102,  105]	
bar	fic_1845_7342.txt-259-40	mag_1854_555974.txt-331-28	Well,  stranger,  that  bar  finally  got  so  sassy,  that  he  used  to  help  himself  to  a  hog  off  my  premises  whenever  he  wanted  one;  the  buzzards  followed  after  what  he  left,  and  so,  between  bar  and  buzzard,  I  rather  think  I  was  out  of  pork.   "	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	183:186	[21,  24]	128:132	[128,  131]	
bar	nf_1969_774314.txt-1846-17	fic_1999_45403.txt-19-31	Usually  the  bell  is  mounted  on  a  movable  bar  with  an  elbow  that  pivots  in  an  overhead  bar.	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	86:89	[41,  44]	137:140	[137,  140]	
bar	mag_1986_333553.txt-17-4	fic_1999_45403.txt-19-31	The  men  at  the  bar  are  in  their  late  30s,  40s,  50s.	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	15:18	[15,  18]	137:140	[137,  140]	
bar	fic_1968_24508.txt-1410-5	mag_1854_555974.txt-331-28	Ned  is  joined  at  the  bar  by  a  young,  sexy-looking  blonde  in  a  tight  sailor  suit.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	21:24	[21,  24]	128:132	[128,  131]	
bar	fic_1840_7256.txt-3046-1	fic_2005_32805.txt-98-8	The  bar  had  buried  itself  two  inches  in  my  neck.	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	4:7	[4,  7]	33:36	[33,  36]	
bar	mag_1977_490785.txt-157-11	fic_1993_25016.txt-1330-5	I  was  tipped  off  two  days  ago  that  I  passed  the  bar.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	48:51	[48,  51]	30:34	[30,  33]	
bar	fic_2007_33962.txt-183-13	fic_1993_25016.txt-1330-5	You're  washing  your  hands  before  you're  getting  anything  from  the  snack  bar!   "	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	72:75	[72,  75]	30:34	[30,  33]	
bar	mag_1854_590346.txt-70-32	mag_1854_555974.txt-331-28	the  dry,  severe,  and  technical  learning  of  the  law,  and  accordingly  upon  the  completion  of  the  customary  term  *  f  legal  study,  he  was  not  admitted  to  the  bar.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	154:157	[154,  157]	128:132	[128,  131]	
bar	fic_1847_7094.txt-3878-12	fic_1993_25016.txt-1330-5	He  strangled  himself  with  his  neckcloth,  and  thus  rushed  to  a  bar  where  suitable  judgment  for  crimes  like  his  could  alone  be  dispensed.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	62:65	[62,  65]	30:34	[30,  33]	
bar	mag_1828_553911.txt-101-18	fic_1993_25016.txt-1330-5	Besides,  nothing  was  more  common  in  America,  than  for  young  men  who  were  intended  for  the  bar  to  enter  in  the  first  instance  upon  a  course  of  theology,  as  it  also  was  for  ecclesiastics,  to  devote  themselves  to  the  profession  of  the  law.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	90:93	[90,  93]	30:34	[30,  33]	
bar	nf_1844_747607.txt-3721-35	fic_2000_52518.txt-317-5	This  the  ancient  Hebrew  writers  describe  as  in  the  central  parts  of  the  earth;  a  vast  repository,  surrounded  by  an  impassable  wall,  and  fortified  with  huge  gates  of  brass,  and  massive  bars  of  iron,  which  our  Saviour  by  his  *  Those  who  wish  to  see  this  subject  fully  and  learnedly  discussed,  I  beg  leave  to  refer  to  Dr.  Horsely's  Critical  Notes  on  Ilosea,  page  257,  &c.,;  pages  200,  201;  and  page  46,  note  7i;  and  also  his  sermon  on  Christ's  Descent  into  Hell.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	184:188	[184,  187]	21:24	[21,  24]	
bar	fic_1964_10454.txt-1540-19	fic_2000_52518.txt-317-5	From  an  emotional  standpoint,  he  would  rather  have  been  in  the  men's  room  down  at  Jack's  Bar  on  the  Bowery,  eating  a  piece  of  urine-soaked  bread  while  thrusting  his  hump  against  someone  from  the  Vice  Squad.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	89:92	[-1,  2]	21:24	[21,  24]	
bar	mag_1996_426302.txt-31-32	fic_1993_25016.txt-1330-5	In  1984,  three  years  after  dropping  out  of  Indiana  Bible  College,  where  she  earned  her  high  school  equivalency  diploma,  she  married  a  truck  driver  she  had  met  in  a  bar.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	164:167	[164,  167]	30:34	[30,  33]	
bar	fic_1845_7342.txt-275-23	fic_1993_25016.txt-1330-5	Then  the  way  his  eyes  flashed  --  why  the  fire  of  them  would  have  singed  a  cat's  hair;  in  fact  that  bar  was  in  a  wrath  all  over.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	99:102	[99,  102]	30:34	[30,  33]	
bar	fic_1860_8118.txt-4019-8	fic_2000_52518.txt-317-5	Or,  coming  in,  to  avoid  the  bars,  and  follow  the  channel,  a  perfect  pilot  needs?	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	28:32	[28,  31]	21:24	[21,  24]	
bar	fic_1993_25035.txt-2235-16	mag_1827_553832.txt-90-17	The  one  who  gave  you  his  college  ring  five  minutes  after  you  met  him  at  that  bar  in  Fort  Lauderdale?   "	What  shall  we  say  of  this  when  done,  not  merely  in  the  course  of  argument  at  bar,  in  which,  as  already  observed,  counsel  are  not  understood  to  speak  in  their  individual  capacity;  but  in  an  address  to  the  public,  through  the  columns  of  a  newspaper,  with  the  sanction  of  a  name;  against  a  foreigner,  partially  acquainted  with  our  language,  and  friendless,  except  so  far  as  his  cause  has  gained  him  friends;  when  done,  in  fine,  by  an  individual,  himself  a  foreigner,  himself  an  exile  from  a  xvronged,  oppressed,  insulted,  country;  himself  obnoxious  to  the  stale  national  sneers  and  the  proverbial  sarcasms,  of  all  who  can  find  it  in  their  hearts  to  indulge  in  this  species  of  warfare?	77:80	[77,  80]	77:80	[77,  80]	
bar	fic_1853_9158.txt-1083-12	fic_1993_25016.txt-1330-5	cried  the  count,  his  eyes  seeming  to  flash  fire  through  the  bars  of  his  vizor,  and  he  stamped  violently  on  the  ground  as  he  spoke  --   "  Splendor  of  God!	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	60:64	[60,  63]	30:34	[30,  33]	
bar	nf_1833_747463.txt-185-12	fic_1993_25016.txt-1330-5	The  Commons,  who  are  the  people,  when  ordered  to  the  bar  of  the  Lords,  humbly  present  themselves  bareheaded  before  the  peers,  who  remain  covered.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	53:56	[53,  56]	30:34	[30,  33]	
bar	nf_1833_747463.txt-185-12	fic_2005_32805.txt-98-8	The  Commons,  who  are  the  people,  when  ordered  to  the  bar  of  the  Lords,  humbly  present  themselves  bareheaded  before  the  peers,  who  remain  covered.	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	53:56	[53,  56]	33:36	[33,  36]	
bar	fic_1859_9220.txt-7735-27	mag_2007_390968.txt-43-4	Now,  as  I  have  said  before,  while  I  am  satisfied  --  satisfied,  beyond  the  possibility  of  a  doubt,  as  we  say  at  the  bar  --  that  you  have  long  entertained  feelings  toward  me,  tenderer  than  mere  friendship  --  forgive  me,  Julia,  for  speaking  so  very  plainly  --  I  have  not  been  satisfied  that  they  were  such  as  you  would  certainly  feel  for  the  man  you  should  choose  out  of  all  the  world  for  everlasting  companionship  --  no,  no,  Julia  --  however  presumptuous  I  may  have  been  up  to  the  point  I  have  mentioned  --	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	115:118	[115,  118]	26:29	[-1,  2]	
bar	mag_1995_414327.txt-11-1	fic_2005_32805.txt-98-8	THERMAL  BARS  Summer  anglers  have  to  follow  nomadic  rainbows  offshore  to  where  walls  of  cold  and  warmer  water  collide.	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	8:12	[-1,  2]	33:36	[33,  36]	
bar	fic_1859_9192.txt-7101-1	mag_2007_390968.txt-43-4	The  bars  and  bolts  are  just  as  I  left  them,   "  said  Bim,   "  black  and  rusty.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	4:8	[4,  7]	26:29	[-1,  2]	
bar	fic_1853_9158.txt-3216-38	fic_1999_45403.txt-19-31	Overlooking  from  its  Gothic  bartizan,  the  market-place  of  the  old  city,  stood  one  of  those  gloomy  dwellings,  with  its  turretted  gable  to  the  street,  its  oaken  portal  clenched  with  many  a  massive  spike  and  bar,  and  its  narrow  casements  subdivided  by  stone  transoms,  which  are  yet  to  be  seen  in  several  of  the  Scottish  boroughs,  presenting  evident  traces  of  having  been  erected  in  that  iron  time,  when  every  man's  house  was  in  truth  his  castle.	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	205:208	[28,  31]	137:140	[137,  140]	
bar	fic_1970_782004.txt-928-31	fic_2005_32805.txt-98-8	The  future  was  here,  thought  |  The  Nightman  as  his  eyes,  lidded  and  heavy,  moved  past  the  closed  door  of  the  poolroom  toilet  and  settled  on  the  iron  bars  covering  the  back  window.   "	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	149:153	[149,  152]	33:36	[33,  36]	
bar	mag_2005_396762.txt-36-69	fic_1993_25016.txt-1330-5	NUTRITIONAL  LOWDOWN  180-190  cal,  10  g  pro,  27-28  g  carb,  3-5  g  fat,  1.5-2.5  g  sat  fat,  0  mg  chol,  1-2  g  fiber,  140-170  mg  sodium  FLAVORS  Berry  Banana  Buzz,  Peanut  Butter  n  '  Honey,  Rocket  Chocolate,  Apple  Cinnamon  with  Cranberries  PRICE  PER  BAR  AND  WHERE  TO  BUY  $1.69,  EMS  stores  and  www.honeystinger.com  PRODUCT  CLIF  Nectar  DESCRIPTION  Each  bar  contains  up  to  five  organic  ingredients  and  two  servings  of  fruit.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	342:345	[342,  345]	30:34	[30,  33]	
bar	mag_1996_426302.txt-31-32	mag_1821_553342.txt-352-17	In  1984,  three  years  after  dropping  out  of  Indiana  Bible  College,  where  she  earned  her  high  school  equivalency  diploma,  she  married  a  truck  driver  she  had  met  in  a  bar.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	164:167	[164,  167]	102:105	[102,  105]	
bar	mag_2001_410379.txt-52-6	fic_1993_25016.txt-1330-5	One  evening,  at  a  beachside  bar  in  Florida,  she  watched  the  sunset  and  prayed,   "  If  I  am  supposed  to  go  to  Shreveport,  show  me  this  is  the  right  thing  to  do.   "	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	28:31	[28,  31]	30:34	[30,  33]	
bar	nf_1841_747644.txt-1703-81	fic_2002_47139.txt-175-11	This  shrewd  argument  not  being  thought  convincing,  the  secretary  continued  to  read,  that  '  the  execution  of  the  sentence,  instead  of  an  act  of  justice,  would  appear  to  all  the  world,  and  particularly  to  their  allies,  the  American  States,  as  an  act  of  vengeance,  and  that  if  he  were  sufficiently  master  of  the  French  language,  he  would,  in  the  name  of  his  brethren  of  America,  present  a  petition  at  their  bar  against  the  execution  of	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	404:407	[404,  407]	59:62	[59,  62]	
bar	nf_1837_747882.txt-1668-34	fic_1993_25016.txt-1330-5	In  this  case  a  link  of  the  same  form  had  been  before  in  use,  and  it  had  been  strengthened  by  a  bar  across  it,  but  a  change  of  the  form  of  this  bar,  and  the  manner  of  attaching  it  to  the  link,  was  considered,  and  as  it  should  seem  with  very  good  reason,  by  Chief  Justice  Abbott  and  Mr.  Justice  Bayley,  to  be  a  good  founda-  Bruoton?	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	143:146	[95,  98]	30:34	[30,  33]	
bar	mag_1977_109022.txt-68-9	fic_1993_25016.txt-1330-5	A  guy  will  come  up  to  me  in  a  bar  or  somewhere  and  say.  '	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	30:33	[30,  33]	30:34	[30,  33]	
bar	mag_1854_555965.txt-99-21	mag_1821_553342.txt-352-17	Before  a  legal  tribunal,  the  want  of  conclusive  testimony  of  guilt  justifies  an  assumption  of  innocence;  but  at  the  bar  of  public  opinion,  a  man  who  fails  to  repel  suspicion  and  reproach  virtually  indorses  the  correctness  of  the  popular  verdict.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	116:119	[116,  119]	102:105	[102,  105]	
bar	fic_1978_10636.txt-27104-7	fic_1993_25016.txt-1330-5	Hear  him  first  at  the  Oxford  Union  bar:   "  Worse  than  the  Visigoths,  worse  than  the  Tartars.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	35:38	[35,  38]	30:34	[30,  33]	
bar	mag_1854_555965.txt-99-21	mag_1854_555974.txt-331-28	Before  a  legal  tribunal,  the  want  of  conclusive  testimony  of  guilt  justifies  an  assumption  of  innocence;  but  at  the  bar  of  public  opinion,  a  man  who  fails  to  repel  suspicion  and  reproach  virtually  indorses  the  correctness  of  the  popular  verdict.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	116:119	[116,  119]	128:132	[128,  131]	
bar	mag_1983_432145.txt-116-0	fic_2000_52518.txt-317-5	Bars  and  restaurants  cloned  from  Washington  establishments  do  brisk  summer  trade.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	0:4	[-1,  2]	21:24	[21,  24]	
bar	fic_1836_7330.txt-1145-5	mag_1854_555974.txt-331-28	Blazeaway  walked  up  to  the  bar,  exclaiming  --   "  The  thing  was  well  done  and  justly.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	27:30	[27,  30]	128:132	[128,  131]	
bar	fic_1850_7171.txt-3724-16	mag_2007_390968.txt-43-4	gainsay,  and  a  virtue  that  he  dare  not  revile;  and  he  stood  behind  the  bar,  looking  like  one  who  had  just  seen  his  grandmother's  ghost.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	71:74	[71,  74]	26:29	[-1,  2]	
bar	fic_2000_38436.txt-821-29	fic_1847_8919.txt-1065-12	Looking  across  the  water,  above  the  levee,  toward  the  little  town,  Jolie-Gray  can  not  see  the  pink  light  of  the  neon-script  sign  on  Dubois  Aucoin's  bar,  though  it  is  early  enough  that  the  neon  is  still  lit.	Exit,  leaning  on  William,  D.  R.  H.  Landlord  retires  behind  bar.	148:151	[148,  151]	59:62	[59,  62]	
bar	fic_1833_7058.txt-473-28	fic_1993_25016.txt-1330-5	--  you  who  have  created  an  insuperable  barrier  to  our  union,  --  you  who  have  placed  a  chasm  between  us  that  can  never  be  overleapt  --  a  bar  that  can  never  be  taken  down  --  a  --  '   "  Good  heavens!	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	136:139	[39,  42]	30:34	[30,  33]	
bar	fic_1970_10535.txt-1319-11	fic_2005_32805.txt-98-8	 "  Well,  I'll  let  you  play  for  a  few  bars  and  accumulate  a  backlog.   "	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	36:40	[36,  39]	33:36	[33,  36]	
bar	news_2007_637878.txt-23-19	fic_2002_47139.txt-175-11	His  plan  was  to  build  a  cage  for  underwater  filming,  and  he  wanted  to  know  how  big  the  bars  should  be  so  that  he  could  swim  out  of  the  cage  but  a  walrus  '  head-smashing  tusks  could  be  kept  out.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	87:91	[87,  90]	59:62	[59,  62]	
bar	fic_1973_16200.txt-744-4	fic_2000_52518.txt-317-5	The  people  in  the  bar,  including  Charlie,  dash  behind  tables  and  jump  behind  the  bar  for  cover.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	18:21	[18,  21]	21:24	[21,  24]	
bar	fic_1963_23799.txt-145-1	mag_1854_555974.txt-331-28	The  bar  was  very  dark  and  cool,  and  my  parents  would  have  Tom  Collinses  while  I  drank  ginger  ale.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	4:7	[4,  7]	128:132	[128,  131]	
bar	fic_2009_36786.txt-91-3	fic_2000_52518.txt-317-5	stool  at  the  bar,  bells  on  the  pinball  machines  fell  silent  for  the  first  time  in  hours.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	13:16	[13,  16]	21:24	[21,  24]	
bar	mag_1840_586555.txt-209-16	fic_2005_32805.txt-98-8	Such,  we  may  safely  venture  to  say,  is  now  the  settled  judgment  of  the  bar  and  the  country.	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	71:74	[71,  74]	33:36	[33,  36]	
bar	fic_1853_9069.txt-3-11	fic_1847_8919.txt-1065-12	The  tree  stands  on  a  base  of  gray  and  black  intertwined  bars,  referred  to  as  a  wreath  in  heraldic  terms.	Exit,  leaning  on  William,  D.  R.  H.  Landlord  retires  behind  bar.	56:60	[56,  59]	59:62	[59,  62]	
bar	fic_1993_25035.txt-2235-16	fic_2000_52518.txt-317-5	The  one  who  gave  you  his  college  ring  five  minutes  after  you  met  him  at  that  bar  in  Fort  Lauderdale?   "	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	77:80	[77,  80]	21:24	[21,  24]	
bar	mag_2004_411262.txt-218-15	fic_2002_47139.txt-175-11	This  silent  Sunday  morning,  she  folded  her  apron  and  put  it  on  the  pass-out  bar,  then  went  to  the  staff  room,  changed  from  her  chef's  whites  and  clogs  into  jeans  and  a  long-sleeved  shirt  tie-dyed  in  soft  pink  and  orange,  with  tiny  dancing  skeletons  on  it.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	76:79	[76,  79]	59:62	[59,  62]	
bar	fic_1963_10432.txt-11288-2	fic_1993_25016.txt-1330-5	Near  the  bar  was  a  small  platform;  it  was  the  bandstand.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	9:12	[9,  12]	30:34	[30,  33]	
bar	fic_1999_28744.txt-4-23	mag_1854_555974.txt-331-28	We  were  luckier  with  the  staying  power  of  our  craving  for  things  like  pretzels,  potato  chips,  jelly  doughnuts,  and  chocolate  bars.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	125:129	[125,  128]	128:132	[128,  131]	
bar	fic_1978_23929.txt-76-14	mag_2007_390968.txt-43-4	,  though,  so  serious  that  as  soon  as  I'd  hear  the  few  bars  of  guitar  that  preceded  it,  the  excitement  would  sweep  over  me  --  a  soft  dark  velvet  wave  in  my  brain  rolling  over  everything  else  that  had  ever  been  there.   "	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	54:58	[54,  57]	26:29	[-1,  2]	
bar	news_2006_629441.txt-53-23	mag_1821_553342.txt-352-17	But  he  and  his  wife  occasionally  spend  time  alone  over  a  plate  of  fresh,  inventive  sushi  at  Sakana  Japanese  Grill  &;  Sushi  Bar.   "	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	123:126	[-1,  2]	102:105	[102,  105]	
bar	mag_1825_553587.txt-287-46	mag_1854_555974.txt-331-28	And  upon  questions  involving  the  lex  loci,  he  has  triumphantly  shown,  that  he  can  master  the  results  of  foreign  jurisprudence,  and,  as  in  the  very  interesting  case  of  Dalryrnpie  v.  Dalrymple,  compose  the  strifes  of  the  learned  advocates  of  the  Scottish  bar,  and  fix  forever  upon  an  immovable  basis  a  question,  which  had  vexed  the	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	253:256	[253,  256]	128:132	[128,  131]	
bar	fic_1979_780155.txt-854-17	fic_1993_25016.txt-1330-5	Riders  from  other  outfits  commenced  straggling  in,  some  from  a  hundred  miles  away,  until  the  Bar  Y  Ranch  commenced  to	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	93:96	[-1,  2]	30:34	[30,  33]	
bar	mag_1854_590346.txt-70-32	fic_2000_52518.txt-317-5	the  dry,  severe,  and  technical  learning  of  the  law,  and  accordingly  upon  the  completion  of  the  customary  term  *  f  legal  study,  he  was  not  admitted  to  the  bar.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	154:157	[154,  157]	21:24	[21,  24]	
bar	fic_1852_9832.txt-5278-50	fic_1993_25016.txt-1330-5	Then  the  lake  whitened,  and  the  trees  threw  themselves  across  the  lawn,  and  Wolfgang  came  out  from  what  had  hitherto  been  but  a  dark  spot  on  the  gravel  walk;  and  then  --   "  The  rising  moon  has  hid  the  stars;  Her  level  rays,  like  golden  bars,  Lie  on  the  landscape  green,  With  shadows  brown  between.   "	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	235:239	[235,  238]	30:34	[30,  33]	
bar	news_2000_633241.txt-70-5	fic_1999_45403.txt-19-31	I  shouted  across  the  quiet  bar  to  ask  Bob  and  Rod  if  they  knew  any  Charlie  Rich  songs.	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	27:30	[27,  30]	137:140	[137,  140]	
bar	mag_2009_406395.txt-29-42	fic_1999_45403.txt-19-31	Rather  than  insisting  on  a  packed  lunch,  find  out  what  he  and  his  friends  like  to  do,  and  work  with  that:  He  might  like  to  buy  a  cheeseburger  and  a  milk  in  the  cafeteria,  and  bring  a  granola  bar  and  an  apple  from  home.	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	191:194	[191,  194]	137:140	[137,  140]	
bar	fic_1970_782002.txt-1125-14	mag_1821_553342.txt-352-17	Murchison  sat  alone,  signing  the  bill,  and  the  street  door  of  the  bar  was  just  then  closing,  perhaps  even  with  Bernard's  departure.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	66:69	[66,  69]	102:105	[102,  105]	
bar	mag_1820_553220.txt-63-6	fic_1993_25016.txt-1330-5	We  frequently  hear  arguments  at  the  bar  upon  subjects  fully  as  perplexed,  founded  on  the  most  hidden  principles  of  human  nature  or  of  civil  society,  composed  too  in  a  style  of  chaste  and  even	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	36:39	[36,  39]	30:34	[30,  33]	
bar	fic_1985_10734.txt-12072-29	nf_1850_748019.txt-94-1	While  the  arrivals  from  New  York  went  upstairs  to  clean  up  and  change  into  fresh  clothes,  Portel  and  Cox  went  for  a  quick   "  noggin   "  in  the  bar  with  Warren  and  Selby;  then,  their  charges  safely  delivered,  the  two  British  officers  departed.	Mill  bars  made  in  the  bloomeries  in  Essex  County  cost  forty-five  dollars,  delivered  at  Troy.	140:143	[140,  143]	5:9	[5,  8]	
bar	nf_1969_774314.txt-1846-17	fic_2002_47139.txt-175-11	Usually  the  bell  is  mounted  on  a  movable  bar  with  an  elbow  that  pivots  in  an  overhead  bar.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	86:89	[41,  44]	59:62	[59,  62]	
bar	news_2003_603945.txt-25-2	fic_2002_47139.txt-175-11	Raising  the  bar  Twenty  years  after  Louisiana  Tech's  record,  UConn  appears  poised  to  set  a  tough  standard.   "	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	12:15	[12,  15]	59:62	[59,  62]	
bar	mag_1827_553811.txt-127-14	fic_2002_47139.txt-175-11	At  length,  in  the  year  1789,  he  was  called  to  the  Irish  bar;  but  he  declares  with  his  usual  na  *  vet6,  that  though  he  went  circuit  three  times,  and  dressed  himself  in  a  foolish  wig  and  gown,  yet  he  was  modestly  speaking,  one  of  the  most  ignorant  barristers  in  the  Four  Courts.  '	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	56:59	[56,  59]	59:62	[59,  62]	
