	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	annotator7	median_label	non_nan_count
1840	26120215_1961_02_02_01_067.tcf.xml-19-12	26120215_1973_07_08_01_244.tcf.xml-2-4	zersetzen	dwug_de	2.0				2.0						2.0	2
1841	26120215_1961_02_02_01_067.tcf.xml-19-12	26120215_1981_10_20_01_064.tcf.xml-32-26	zersetzen	dwug_de				3.0	4.0						3.5	2
1846	26120215_1961_02_02_01_067.tcf.xml-19-12	26120215_1988_09_17_01_158.tcf.xml-11-6	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
1847	26120215_1961_02_02_01_067.tcf.xml-19-12	26120215_1990_02_15_01_031.tcf.xml-26-14	zersetzen	dwug_de	4.0				4.0						4.0	2
1850	26120215_1961_02_02_01_067.tcf.xml-19-12	beck_eisen04_1899-14550-30	zersetzen	dwug_de	2.0					2.0					2.0	2
1852	26120215_1961_02_02_01_067.tcf.xml-19-12	brandes_naturlehre03_1832-1749-21	zersetzen	dwug_de				3.0	2.0	2.0					2.0	3
1853	26120215_1961_02_02_01_067.tcf.xml-19-12	brandes_naturlehre03_1832-3308-68	zersetzen	dwug_de	2.0			2.0							2.0	2
1854	26120215_1961_02_02_01_067.tcf.xml-19-12	brehm_thierleben04_1867-20795-21	zersetzen	dwug_de	2.0				2.0	2.0					2.0	3
1855	26120215_1961_02_02_01_067.tcf.xml-19-12	brehm_thierleben06_1869-13162-15	zersetzen	dwug_de						4.0	2.0				3.0	2
1856	26120215_1961_02_02_01_067.tcf.xml-19-12	carus_psyche_1846-1790-25	zersetzen	dwug_de	2.0			3.0		2.0					2.0	3
1857	26120215_1961_02_02_01_067.tcf.xml-19-12	chamberlain_grundlagen02_1899-4790-26	zersetzen	dwug_de	2.0		4.0		4.0						4.0	3
1859	26120215_1961_02_02_01_067.tcf.xml-19-12	darwin_pflanzen_1876-4967-52	zersetzen	dwug_de	2.0			2.0		2.0					2.0	3
1861	26120215_1961_02_02_01_067.tcf.xml-19-12	ganswindt_faerberei_1889-7592-19	zersetzen	dwug_de					2.0	2.0					2.0	2
1862	26120215_1961_02_02_01_067.tcf.xml-19-12	gottschall_poetik_1858-5415-85	zersetzen	dwug_de	4.0	2.0				2.0					2.0	3
1863	26120215_1961_02_02_01_067.tcf.xml-19-12	hartwig_erziehung_1847-662-28	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
1865	26120215_1961_02_02_01_067.tcf.xml-19-12	hegel_phaenomenologie_1807-3234-3	zersetzen	dwug_de	4.0				3.0						3.5	2
1867	26120215_1961_02_02_01_067.tcf.xml-19-12	humboldt_kosmos04_1858-2319-28	zersetzen	dwug_de	2.0			2.0							2.0	2
1869	26120215_1961_02_02_01_067.tcf.xml-19-12	kerl_metallurgische_1866-1440-7	zersetzen	dwug_de					2.0		2.0				2.0	2
1873	26120215_1961_02_02_01_067.tcf.xml-19-12	ledebur_eisenhuettenkunde_1884-1845-36	zersetzen	dwug_de				2.0	2.0						2.0	2
1874	26120215_1961_02_02_01_067.tcf.xml-19-12	liebig_agricultur_1840-218-49	zersetzen	dwug_de	2.0				2.0						2.0	2
1875	26120215_1961_02_02_01_067.tcf.xml-19-12	ludwig_physiologie01_1852-687-11	zersetzen	dwug_de	2.0		2.0		2.0						2.0	3
1876	26120215_1961_02_02_01_067.tcf.xml-19-12	marx_kapital0302_1894-5563-56	zersetzen	dwug_de	4.0			2.0	4.0						4.0	3
1877	26120215_1961_02_02_01_067.tcf.xml-19-12	nn_oktavgfeo79_1828-3406-15	zersetzen	dwug_de		2.0		2.0	2.0						2.0	3
1879	26120215_1961_02_02_01_067.tcf.xml-19-12	paul_katzenberger01_1809-1358-66	zersetzen	dwug_de	2.0			2.0	3.0	2.0					2.0	4
1881	26120215_1961_02_02_01_067.tcf.xml-19-12	quenstedt_mineralogie_1854-5781-5	zersetzen	dwug_de			2.0			2.0					2.0	2
1882	26120215_1961_02_02_01_067.tcf.xml-19-12	quenstedt_mineralogie_1854-6208-42	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
1883	26120215_1961_02_02_01_067.tcf.xml-19-12	quenstedt_mineralogie_1854-6215-6	zersetzen	dwug_de				2.0	2.0	2.0	2.0				2.0	4
1884	26120215_1961_02_02_01_067.tcf.xml-19-12	quenstedt_mineralogie_1854-6244-1	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
1885	26120215_1961_02_02_01_067.tcf.xml-19-12	quenstedt_mineralogie_1854-7202-21	zersetzen	dwug_de				2.0		2.0					2.0	2
1886	26120215_1961_02_02_01_067.tcf.xml-19-12	samter_erfindungen_1896-12317-16	zersetzen	dwug_de				2.0		2.0					2.0	2
1887	26120215_1961_02_02_01_067.tcf.xml-19-12	samter_erfindungen_1896-8919-24	zersetzen	dwug_de	2.0				2.0	2.0					2.0	3
1888	26120215_1961_02_02_01_067.tcf.xml-19-12	schleiden_pflanze_1848-1508-22	zersetzen	dwug_de		2.0	2.0	2.0		2.0					2.0	4
1891	26120215_1961_02_02_01_067.tcf.xml-19-12	thaer_landwirthschaft02_1810-3149-27	zersetzen	dwug_de				2.0		2.0					2.0	2
1893	26120215_1961_02_02_01_067.tcf.xml-19-12	thaer_landwirthschaft02_1810-4102-27	zersetzen	dwug_de	2.0				2.0	2.0					2.0	3
1894	26120215_1961_02_02_01_067.tcf.xml-19-12	thaer_landwirthschaft04_1812-2451-11	zersetzen	dwug_de				2.0		2.0					2.0	2
1895	26120215_1961_02_02_01_067.tcf.xml-19-12	treviranus_biologie04_1814-4295-33	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
1897	26120215_1961_02_02_01_067.tcf.xml-19-12	urbanitzky_electricitaet_1885-9389-58	zersetzen	dwug_de	2.0			2.0							2.0	2
1899	26120215_1961_02_02_01_067.tcf.xml-19-12	wundt_medizinische_1867-8117-25	zersetzen	dwug_de	2.0				2.0						2.0	2
1907	26120215_1962_09_28_01_268.tcf.xml-14-2	beck_eisen04_1899-7612-15	zersetzen	dwug_de					2.0	2.0					2.0	2
2081	26120215_1968_09_13_01_018.tcf.xml-40-31	ludwig_physiologie01_1852-687-11	zersetzen	dwug_de			2.0			2.0	2.0				2.0	3
2083	26120215_1968_09_13_01_018.tcf.xml-40-31	thaer_landwirthschaft02_1810-2279-27	zersetzen	dwug_de					2.0	2.0					2.0	2
2086	26120215_1968_11_26_01_253.tcf.xml-4-17	26120215_1987_02_07_01_156.tcf.xml-13-10	zersetzen	dwug_de	2.0	2.0	2.0	2.0		2.0	2.0				2.0	6
2087	26120215_1968_11_26_01_253.tcf.xml-4-17	26120215_1990_02_15_01_031.tcf.xml-26-14	zersetzen	dwug_de		3.0	3.0								3.0	2
2104	26120215_1970_01_31_01_063.tcf.xml-13-37	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de						2.0	3.0				2.5	2
2125	26120215_1970_08_16_01_038.tcf.xml-40-25	samter_erfindungen_1896-12317-16	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
2135	26120215_1971_05_14_01_333.tcf.xml-19-38	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de				2.0		2.0					2.0	2
2168	26120215_1973_07_08_01_244.tcf.xml-2-4	treviranus_biologie04_1814-4295-33	zersetzen	dwug_de	4.0				4.0	4.0	4.0				4.0	4
2182	26120215_1975_09_30_01_207.tcf.xml-23-63	paul_katzenberger01_1809-1358-66	zersetzen	dwug_de	3.0	3.0									3.0	2
2294	26120215_1981_05_02_01_139.tcf.xml-6-8	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de		2.0		4.0	4.0						4.0	3
2295	26120215_1981_05_02_01_139.tcf.xml-6-8	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de		4.0				4.0					4.0	2
2325	26120215_1983_02_05_01_092.tcf.xml-71-52	curtius_alterthum01_1875-2280-20	zersetzen	dwug_de				3.0	3.0	4.0					3.0	3
2327	26120215_1983_02_05_01_092.tcf.xml-71-52	samter_erfindungen_1896-12317-16	zersetzen	dwug_de				2.0	2.0						2.0	2
2329	26120215_1983_04_23_01_133.tcf.xml-3-7	lasswitz_seife_1890-606-28	zersetzen	dwug_de					4.0	4.0					4.0	2
2330	26120215_1983_04_23_01_133.tcf.xml-3-7	paul_katzenberger01_1809-1358-66	zersetzen	dwug_de		3.0			2.0	3.0	3.0				3.0	4
2331	26120215_1983_04_23_01_133.tcf.xml-3-7	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de			4.0				4.0				4.0	2
2332	26120215_1983_04_23_01_133.tcf.xml-3-7	samter_erfindungen_1896-12317-16	zersetzen	dwug_de		4.0					4.0				4.0	2
2336	26120215_1983_06_04_01_467.tcf.xml-21-10	quenstedt_mineralogie_1854-6215-6	zersetzen	dwug_de				4.0	4.0						4.0	2
2338	26120215_1983_06_04_01_467.tcf.xml-21-10	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de					4.0		4.0				4.0	2
2341	26120215_1983_11_07_01_032.tcf.xml-10-5	brandes_naturlehre02_1831-517-41	zersetzen	dwug_de			4.0			4.0					4.0	2
2344	26120215_1983_11_07_01_032.tcf.xml-10-5	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de		3.0					4.0				3.5	2
2387	26120215_1987_02_07_01_156.tcf.xml-13-10	baumstark_encyclopaedie_1835-4301-17	zersetzen	dwug_de					4.0		4.0				4.0	2
2389	26120215_1987_02_07_01_156.tcf.xml-13-10	kerl_metallurgische_1866-1440-7	zersetzen	dwug_de				4.0	4.0						4.0	2
2390	26120215_1987_02_07_01_156.tcf.xml-13-10	ludwig_physiologie01_1852-687-11	zersetzen	dwug_de	4.0				4.0						4.0	2
2391	26120215_1987_02_07_01_156.tcf.xml-13-10	quenstedt_mineralogie_1854-11674-36	zersetzen	dwug_de	4.0	2.0		1.0		4.0	4.0				4.0	5
2393	26120215_1987_02_07_01_156.tcf.xml-13-10	quenstedt_mineralogie_1854-6215-6	zersetzen	dwug_de	4.0				4.0	4.0					4.0	3
2395	26120215_1987_02_07_01_156.tcf.xml-13-10	thaer_landwirthschaft02_1810-2270-31	zersetzen	dwug_de			4.0		4.0						4.0	2
2397	26120215_1987_02_07_01_156.tcf.xml-13-10	treviranus_biologie04_1814-4295-33	zersetzen	dwug_de	4.0			3.0		4.0	4.0				4.0	4
2411	26120215_1988_09_17_01_158.tcf.xml-11-6	paul_katzenberger01_1809-1358-66	zersetzen	dwug_de		3.0			3.0	3.0					3.0	3
2413	26120215_1988_09_17_01_158.tcf.xml-11-6	treviranus_biologie04_1814-734-22	zersetzen	dwug_de					3.0		4.0				3.5	2
2416	26120215_1988_11_26_01_391.tcf.xml-6-6	ganswindt_faerberei_1889-6671-44	zersetzen	dwug_de		4.0			4.0		4.0				4.0	3
2417	26120215_1988_11_26_01_391.tcf.xml-6-6	samter_erfindungen_1896-12317-16	zersetzen	dwug_de	4.0			4.0							4.0	2
2430	26120215_1990_04_28_01_478.tcf.xml-3-2	samter_erfindungen_1896-12317-16	zersetzen	dwug_de					4.0	4.0					4.0	2
2453	alexis_ruhe04_1852-770-36	dilthey_geisteswissenschaften_1883-1341-83	zersetzen	dwug_de	2.0		4.0		4.0						4.0	3
2454	alexis_ruhe04_1852-770-36	humboldt_aequinoktial01_1859-3347-78	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
2511	baumstark_encyclopaedie_1835-4301-17	baumstark_encyclopaedie_1835-4445-7	zersetzen	dwug_de						4.0	4.0				4.0	2
2513	baumstark_encyclopaedie_1835-4301-17	quenstedt_mineralogie_1854-12985-4	zersetzen	dwug_de		4.0			4.0	4.0					4.0	3
2515	baumstark_encyclopaedie_1835-4301-17	quenstedt_mineralogie_1854-7202-21	zersetzen	dwug_de		2.0			4.0						3.0	2
2517	baumstark_encyclopaedie_1835-4445-7	brandes_naturlehre02_1831-517-41	zersetzen	dwug_de		3.0	4.0								3.5	2
2519	baumstark_encyclopaedie_1835-4445-7	brandes_naturlehre03_1832-2419-20	zersetzen	dwug_de						4.0	4.0				4.0	2
2521	baumstark_encyclopaedie_1835-4445-7	hahnemann_organon_1810-586-18	zersetzen	dwug_de			4.0			4.0					4.0	2
2522	baumstark_encyclopaedie_1835-4445-7	kerl_metallurgische_1866-3147-17	zersetzen	dwug_de					4.0	4.0					4.0	2
2523	baumstark_encyclopaedie_1835-4445-7	lasswitz_seife_1890-606-28	zersetzen	dwug_de					3.0	4.0					3.5	2
2525	baumstark_encyclopaedie_1835-4445-7	ledebur_eisenhuettenkunde_1884-2649-16	zersetzen	dwug_de		3.0			4.0						3.5	2
2530	baumstark_encyclopaedie_1835-4445-7	thaer_landwirthschaft02_1810-2270-31	zersetzen	dwug_de		4.0			4.0						4.0	2
2531	baumstark_encyclopaedie_1835-4445-7	thaer_landwirthschaft02_1810-2627-11	zersetzen	dwug_de			4.0				1.0				2.5	2
2532	baumstark_encyclopaedie_1835-4445-7	urbanitzky_electricitaet_1885-8670-27	zersetzen	dwug_de		4.0	4.0								4.0	2
2583	beck_eisen02_1895-2517-58	kerl_metallurgische_1866-4226-48	zersetzen	dwug_de			4.0		3.0						3.5	2
2587	beck_eisen02_1895-2517-58	siemens_abhandlungen_1881-408-21	zersetzen	dwug_de						4.0	3.0				3.5	2
2590	beck_eisen02_1895-2517-58	urbanitzky_electricitaet_1885-4589-11	zersetzen	dwug_de		2.0								2.0	2.0	2
2619	beck_eisen04_1899-14550-30	humboldt_kosmos04_1858-2319-28	zersetzen	dwug_de		3.0	4.0				4.0				4.0	3
2620	beck_eisen04_1899-14550-30	thaer_landwirthschaft02_1810-4102-27	zersetzen	dwug_de		2.0				4.0					3.0	2
2624	beck_eisen04_1899-6971-37	thaer_landwirthschaft02_1810-3149-27	zersetzen	dwug_de		4.0				4.0					4.0	2
2625	beck_eisen04_1899-7612-15	brandes_naturlehre02_1831-517-41	zersetzen	dwug_de		3.0			3.0		4.0				3.0	3
2626	beck_eisen04_1899-7612-15	dilthey_geisteswissenschaften_1883-1341-83	zersetzen	dwug_de	2.0			2.0							2.0	2
2628	beck_eisen04_1899-7612-15	lasswitz_seife_1890-606-28	zersetzen	dwug_de			3.0			4.0					3.5	2
2650	brandes_naturlehre02_1831-517-41	kerl_metallurgische_1866-4226-48	zersetzen	dwug_de		4.0					4.0				4.0	2
2652	brandes_naturlehre02_1831-517-41	paul_katzenberger01_1809-1358-66	zersetzen	dwug_de		2.0		3.0			3.0				3.0	3
2656	brandes_naturlehre02_1831-517-41	siemens_abhandlungen_1881-408-21	zersetzen	dwug_de			4.0			4.0					4.0	2
2658	brandes_naturlehre02_1831-517-41	thaer_landwirthschaft04_1812-2451-11	zersetzen	dwug_de			4.0		4.0						4.0	2
2659	brandes_naturlehre03_1832-1749-21	paul_katzenberger01_1809-1358-66	zersetzen	dwug_de						3.0	3.0				3.0	2
2660	brandes_naturlehre03_1832-1749-21	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de			3.0		4.0						3.5	2
2662	brandes_naturlehre03_1832-1749-21	urbanitzky_electricitaet_1885-4651-33	zersetzen	dwug_de			4.0			4.0	4.0				4.0	3
2663	brandes_naturlehre03_1832-2419-20	dilthey_geisteswissenschaften_1883-1341-83	zersetzen	dwug_de	2.0	2.0				4.0					2.0	3
2664	brandes_naturlehre03_1832-2419-20	gutzkow_zeitgenossen01_1842-1175-5	zersetzen	dwug_de		3.0	3.0								3.0	2
2665	brandes_naturlehre03_1832-2419-20	ledebur_eisenhuettenkunde_1884-2649-16	zersetzen	dwug_de		2.0	4.0		4.0						4.0	3
2667	brandes_naturlehre03_1832-2419-20	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de						4.0	4.0				4.0	2
2668	brandes_naturlehre03_1832-2419-20	urbanitzky_electricitaet_1885-4651-33	zersetzen	dwug_de		3.0	4.0								3.5	2
2669	brandes_naturlehre03_1832-3271-13	dilthey_geisteswissenschaften_1883-1341-83	zersetzen	dwug_de				2.0		2.0					2.0	2
2671	brandes_naturlehre03_1832-3271-13	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de				4.0		4.0					4.0	2
2672	brandes_naturlehre03_1832-3271-13	thaer_landwirthschaft04_1812-2451-11	zersetzen	dwug_de		3.0				4.0	4.0				4.0	3
2673	brandes_naturlehre03_1832-3308-68	paul_katzenberger01_1809-1358-66	zersetzen	dwug_de		2.0			3.0		4.0				3.0	3
2674	brandes_naturlehre03_1832-3308-68	quenstedt_mineralogie_1854-11674-36	zersetzen	dwug_de	4.0				3.0	4.0					4.0	3
2676	brandes_naturlehre03_1832-3308-68	thaer_landwirthschaft02_1810-3252-24	zersetzen	dwug_de			4.0			4.0					4.0	2
2689	brehm_thierleben03_1866-13960-9	kerl_metallurgische_1866-7448-10	zersetzen	dwug_de	4.0			4.0							4.0	2
2691	brehm_thierleben03_1866-13960-9	thaer_landwirthschaft02_1810-3149-27	zersetzen	dwug_de		3.0			4.0						3.5	2
2695	brehm_thierleben04_1867-20795-21	thaer_landwirthschaft02_1810-2627-11	zersetzen	dwug_de					4.0	4.0					4.0	2
2697	brehm_thierleben06_1869-13162-15	samter_erfindungen_1896-12317-16	zersetzen	dwug_de	4.0			3.0	4.0	4.0					4.0	4
2728	carus_psyche_1846-1790-25	wundt_medizinische_1867-8117-25	zersetzen	dwug_de		4.0			4.0		4.0				4.0	3
2729	chamberlain_grundlagen02_1899-4790-26	hegel_phaenomenologie_1807-1346-11	zersetzen	dwug_de				3.0	3.0						3.0	2
2730	chamberlain_grundlagen02_1899-4790-26	kerl_metallurgische_1866-7448-10	zersetzen	dwug_de				2.0		2.0					2.0	2
2835	dilthey_geisteswissenschaften_1883-1341-83	hegel_phaenomenologie_1807-1346-11	zersetzen	dwug_de					4.0	2.0					3.0	2
2837	dilthey_geisteswissenschaften_1883-1341-83	ledebur_eisenhuettenkunde_1884-1681-7	zersetzen	dwug_de	2.0			2.0		3.0					2.0	3
2838	dilthey_geisteswissenschaften_1883-1341-83	samter_erfindungen_1896-12317-16	zersetzen	dwug_de	2.0			2.0	2.0	3.0					2.0	4
2839	dilthey_geisteswissenschaften_1883-1341-83	schleiden_pflanze_1848-182-82	zersetzen	dwug_de		2.0	2.0	2.0	2.0	4.0	2.0				2.0	6
2840	dilthey_geisteswissenschaften_1883-1341-83	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
2842	dilthey_geisteswissenschaften_1883-4629-18	schleiden_pflanze_1848-1508-22	zersetzen	dwug_de					2.0	2.0					2.0	2
4108	ganswindt_faerberei_1889-5988-9	kerl_metallurgische_1866-2774-43	zersetzen	dwug_de			4.0			4.0					4.0	2
4111	ganswindt_faerberei_1889-6671-44	lasswitz_seife_1890-606-28	zersetzen	dwug_de		3.0					4.0				3.5	2
4112	ganswindt_faerberei_1889-6671-44	paul_katzenberger01_1809-1358-66	zersetzen	dwug_de	3.0				2.0	3.0	3.0				3.0	4
4113	ganswindt_faerberei_1889-7592-19	hartwig_erziehung_1847-662-28	zersetzen	dwug_de			4.0				4.0				4.0	2
4116	ganswindt_faerberei_1889-7592-19	quenstedt_mineralogie_1854-12985-4	zersetzen	dwug_de			4.0			4.0	4.0				4.0	3
4128	griesinger_psychische_1845-572-34	jhering_recht03_1865-194-80	zersetzen	dwug_de				4.0	3.0						3.5	2
4135	gutzkow_zeitgenossen01_1842-1175-5	sachs_botanik_1875-3854-12	zersetzen	dwug_de		2.0				4.0					3.0	2
4136	gutzkow_zeitgenossen01_1842-1175-5	thaer_landwirthschaft02_1810-2627-11	zersetzen	dwug_de			2.0				3.0			2.0	2.0	3
4139	hahnemann_organon_1810-586-18	humboldt_kosmos04_1858-2319-28	zersetzen	dwug_de			4.0			4.0					4.0	2
4140	hahnemann_organon_1810-586-18	lasswitz_seife_1890-606-28	zersetzen	dwug_de					4.0	3.0					3.5	2
4143	hahnemann_organon_1810-586-18	thaer_landwirthschaft04_1812-1075-14	zersetzen	dwug_de			4.0			4.0	3.0				4.0	3
4145	hartwig_erziehung_1847-662-28	kerl_metallurgische_1866-4226-48	zersetzen	dwug_de		4.0					3.0				3.5	2
4149	hartwig_erziehung_1847-662-28	schleiden_pflanze_1848-182-82	zersetzen	dwug_de		3.0			4.0						3.5	2
4159	hegel_phaenomenologie_1807-1346-11	lasswitz_seife_1890-606-28	zersetzen	dwug_de			2.0		2.0		2.0				2.0	3
4161	hegel_phaenomenologie_1807-1346-11	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de	2.0				2.0	2.0					2.0	3
4162	hegel_phaenomenologie_1807-1346-11	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de		2.0					2.0				2.0	2
4163	hegel_phaenomenologie_1807-1346-11	thaer_landwirthschaft02_1810-4102-27	zersetzen	dwug_de					2.0	2.0					2.0	2
4164	hegel_phaenomenologie_1807-3234-3	lasswitz_seife_1890-606-28	zersetzen	dwug_de				2.0	2.0	3.0					2.0	3
4165	hegel_phaenomenologie_1807-3234-3	wagner_zukunft_1850-798-58	zersetzen	dwug_de				4.0		4.0					4.0	2
4169	humboldt_aequinoktial01_1859-3347-78	samter_erfindungen_1896-8919-24	zersetzen	dwug_de					4.0		4.0				4.0	2
4170	humboldt_aequinoktial01_1859-3347-78	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de	4.0			4.0							4.0	2
4176	humboldt_aequinoktial02_1859-988-24	samter_erfindungen_1896-12317-16	zersetzen	dwug_de		1.0			4.0		4.0				4.0	3
4178	humboldt_aequinoktial02_1859-988-24	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de	4.0			4.0							4.0	2
4192	humboldt_kosmos04_1858-2319-28	ledebur_eisenhuettenkunde_1884-2649-16	zersetzen	dwug_de		4.0	4.0								4.0	2
4193	humboldt_kosmos04_1858-2319-28	quenstedt_mineralogie_1854-7983-7	zersetzen	dwug_de				4.0		2.0					3.0	2
4201	kerl_metallurgische_1866-2774-43	thaer_landwirthschaft02_1810-3149-27	zersetzen	dwug_de	4.0		4.0			4.0					4.0	3
4204	kerl_metallurgische_1866-3147-17	treviranus_biologie04_1814-4295-33	zersetzen	dwug_de			4.0		4.0	4.0					4.0	3
4209	kerl_metallurgische_1866-7448-10	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de	4.0		4.0		3.0						4.0	3
4210	kerl_metallurgische_1866-7448-10	sachs_botanik_1875-3854-12	zersetzen	dwug_de						4.0	3.0				3.5	2
4211	kerl_metallurgische_1866-7448-10	samter_erfindungen_1896-12317-16	zersetzen	dwug_de	4.0			4.0	4.0						4.0	3
4212	kerl_metallurgische_1866-7448-10	siemens_telegraphie_1866-211-23	zersetzen	dwug_de			4.0			4.0					4.0	2
4214	kerl_metallurgische_1866-7448-10	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de		4.0		3.0	4.0						4.0	3
4215	kerl_metallurgische_1866-7448-10	treviranus_biologie04_1814-4295-33	zersetzen	dwug_de	4.0			3.0	4.0						4.0	3
4216	kerl_metallurgische_1866-7448-10	wagner_zukunft_1850-798-58	zersetzen	dwug_de	2.0				2.0						2.0	2
4218	lasswitz_seife_1890-606-28	patzig_msgermfol841842_1828-4674-1	zersetzen	dwug_de		3.0					4.0				3.5	2
4219	lasswitz_seife_1890-606-28	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de		2.0		3.0			4.0				3.0	3
4220	lasswitz_seife_1890-606-28	quenstedt_mineralogie_1854-2750-15	zersetzen	dwug_de			4.0		4.0						4.0	2
4222	lasswitz_seife_1890-606-28	thaer_landwirthschaft02_1810-3149-27	zersetzen	dwug_de		3.0	3.0			4.0					3.0	3
4223	lasswitz_seife_1890-606-28	thaer_landwirthschaft02_1810-3252-24	zersetzen	dwug_de					3.0	4.0					3.5	2
4235	ledebur_eisenhuettenkunde_1884-1681-7	paul_katzenberger01_1809-1358-66	zersetzen	dwug_de		3.0				4.0					3.5	2
4237	ledebur_eisenhuettenkunde_1884-1845-36	liebig_agricultur_1840-218-49	zersetzen	dwug_de					4.0		4.0				4.0	2
4260	libelt_hs6623ii_1828-2150-38	quenstedt_mineralogie_1854-7983-7	zersetzen	dwug_de		3.0			4.0						3.5	2
4261	libelt_hs6623ii_1828-2150-38	treviranus_biologie04_1814-734-22	zersetzen	dwug_de		3.0	4.0								3.5	2
4263	liebig_agricultur_1840-218-49	quenstedt_mineralogie_1854-2750-15	zersetzen	dwug_de					4.0	4.0					4.0	2
4264	liebig_agricultur_1840-218-49	treviranus_biologie04_1814-4295-33	zersetzen	dwug_de	4.0			4.0	4.0	4.0					4.0	4
4633	marx_kapital01_1867-5268-10	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de			2.0			2.0					2.0	2
4638	mommsen_roemische03_1856-4692-12	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de				2.0		2.0					2.0	2
4744	paul_katzenberger01_1809-1358-66	quenstedt_mineralogie_1854-12985-4	zersetzen	dwug_de				3.0		3.0	2.0				3.0	3
4745	paul_katzenberger01_1809-1358-66	samter_erfindungen_1896-12317-16	zersetzen	dwug_de				3.0			3.0				3.0	2
4752	quenstedt_mineralogie_1854-11674-36	quenstedt_mineralogie_1854-7983-7	zersetzen	dwug_de	4.0	2.0			3.0	4.0					3.5	4
4756	quenstedt_mineralogie_1854-12985-4	quenstedt_mineralogie_1854-6244-1	zersetzen	dwug_de						4.0	4.0				4.0	2
4758	quenstedt_mineralogie_1854-12985-4	schleiden_pflanze_1848-182-82	zersetzen	dwug_de		4.0					4.0				4.0	2
4760	quenstedt_mineralogie_1854-12985-4	wundt_medizinische_1867-8117-25	zersetzen	dwug_de					4.0	4.0					4.0	2
4761	quenstedt_mineralogie_1854-13504-9	quenstedt_mineralogie_1854-6244-1	zersetzen	dwug_de					4.0	4.0					4.0	2
4763	quenstedt_mineralogie_1854-13504-9	quenstedt_mineralogie_1854-7983-7	zersetzen	dwug_de		3.0		3.0	2.0	4.0					3.0	4
4764	quenstedt_mineralogie_1854-13504-9	samter_erfindungen_1896-12317-16	zersetzen	dwug_de				4.0	4.0						4.0	2
4765	quenstedt_mineralogie_1854-13504-9	samter_erfindungen_1896-8919-24	zersetzen	dwug_de					4.0	4.0					4.0	2
4767	quenstedt_mineralogie_1854-13504-9	thaer_landwirthschaft02_1810-3149-27	zersetzen	dwug_de					3.0	4.0					3.5	2
4768	quenstedt_mineralogie_1854-13504-9	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de				3.0		4.0					3.5	2
4769	quenstedt_mineralogie_1854-13504-9	urbanitzky_electricitaet_1885-8670-27	zersetzen	dwug_de		3.0	4.0				4.0				4.0	3
4770	quenstedt_mineralogie_1854-2750-15	thaer_landwirthschaft02_1810-4483-15	zersetzen	dwug_de		4.0					4.0				4.0	2
4771	quenstedt_mineralogie_1854-6208-42	quenstedt_mineralogie_1854-7983-7	zersetzen	dwug_de		4.0	4.0			4.0					4.0	3
4774	quenstedt_mineralogie_1854-6244-1	quenstedt_mineralogie_1854-7983-7	zersetzen	dwug_de		4.0	4.0				4.0				4.0	3
4775	quenstedt_mineralogie_1854-7202-21	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de	4.0			4.0	4.0						4.0	3
4779	quenstedt_mineralogie_1854-7983-7	treviranus_biologie04_1814-4295-33	zersetzen	dwug_de		3.0			4.0	4.0					4.0	3
4781	sachs_botanik_1875-3854-12	wundt_medizinische_1867-8117-25	zersetzen	dwug_de			4.0		4.0		4.0				4.0	3
4783	samter_erfindungen_1896-12317-16	treviranus_biologie04_1814-4295-33	zersetzen	dwug_de				3.0	4.0	4.0					4.0	3
