lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment	count_droppped_judments	count_all_judgments
bass	basic_usage_1	basic_usage_2	He was playing his bass guitar.	A small bass was swimming in the pond.	19:23	8:12	1.0
plane	fic_1856_2655.txt-5061-58	fic_1995_39282.txt-1548-35	We were induced to rise in arms against Austria, (we mean, not the people, but the government of Austria,) not only by the need of redeeming ourselves from the shame and grief of thirty-one years of the most abject despotism, but by a deliberate resolve to take our place upon the plane of nations, to unite with our brothers of the Peninsula, and take rank with them under the great banner raised by Pius IX.	She'd insisted on ironing his linen suit herself, placing one of her monogrammed handkerchiefs between the searing hot iron and the material, because she didn't want him looking rumpled on the plane, and she said the maid always ended up leaving scorch marks on his father's clothes.	281:286	193:198	1.0
plane	fic_1856_2655.txt-5061-58	nf_1830_747561.txt-670-18	We were induced to rise in arms against Austria, (we mean, not the people, but the government of Austria,) not only by the need of redeeming ourselves from the shame and grief of thirty-one years of the most abject despotism, but by a deliberate resolve to take our place upon the plane of nations, to unite with our brothers of the Peninsula, and take rank with them under the great banner raised by Pius IX.	Substitute for the vacant frame, one with a plate of glass in it, as a perspective plane; you can trace with a pencil on this glass, or measure with compasses, the appearance of the figures beyond.	281:286	83:88	2.0
plane	fic_1859_270.txt-3039-45	news_1974_731711.txt-14-22	The marrowy organisms, with skins that shed water like the backs of ducks, with smooth surfaces neatly padded beneath, and velvet linings to their singing-pipes, are not so common among us as that other pattern of humanity with angular outlines and plane surfaces, and integuments, hair like the fibrous covering of a cocoa-nut in gloss and suppleness as well as color, and voices at once thin and strenuous, - - acidulous enough to produce effervescence with alkalis, and stridulous enough to sing duets with the katydids.	It will provide an elaborate system of vents to allow relief of air pressure in either upper or lower compartments of a plane if a hole is suddenly opened in the fuselage because of a door loss, a bomb blast or other mishap.	249:254	120:125	1.0
plane	fic_1860_9165.txt-4809-11	fic_1975_780106.txt-271-3	On the contrary, she was advanced to a still higher plane, where his dreams of possession did not venture to intrude.	At once the plane became even more difficult to handle, and Close realised why he had left it so late. "	52:57	12:17	1.0
plane	fic_1860_9165.txt-4809-11	fic_1983_780037.txt-4143-3	On the contrary, she was advanced to a still higher plane, where his dreams of possession did not venture to intrude.	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	52:57	11:16	1.0
plane	fic_1860_9165.txt-4809-11	nf_1827_747521.txt-56-0	On the contrary, she was advanced to a still higher plane, where his dreams of possession did not venture to intrude.	Plane figures having more than four sides are in general called polygons, and receive other particular names, according to the number of their sides or angles.	52:57	0:5	3.0
plane	fic_1860_9165.txt-4809-11	nf_1853_747976.txt-1561-26	On the contrary, she was advanced to a still higher plane, where his dreams of possession did not venture to intrude.	There are other kinds of planes besides the above; as the plough, for sinking a groove to receive a projecting tongue; the bead plane, for sticking beads; the snipe bill, for forming quirks; the compass plane and the forkstaff plane,	52:57	128:133	3.0
plane	fic_1860_9165.txt-4809-11	nf_1853_747976.txt-1786-34	On the contrary, she was advanced to a still higher plane, where his dreams of possession did not venture to intrude.	The plumber uses but few tools, and those are of a simple character; the greater number of them being similar to those used by other artificers, as hammers, mallets, planes, chisels, gouges, JUes, &c.; The principal tool peculiar to the /z/ trade of the plumber is the bat, which is made of beech	52:57	166:172	2.0
plane	fic_1962_10426.txt-2105-13	news_1974_731711.txt-14-22	But the Vindicator crew, Grady thought proudly, still exercisesjudgment, the plane still responds to our hands.	It will provide an elaborate system of vents to allow relief of air pressure in either upper or lower compartments of a plane if a hole is suddenly opened in the fuselage because of a door loss, a bomb blast or other mishap.	77:82	120:125	4.0
plane	fic_1963_780073.txt-165-19	news_1974_731711.txt-14-22	If he was careful he might get a look at the instrument panel and possibly tell what course the plane was on.	It will provide an elaborate system of vents to allow relief of air pressure in either upper or lower compartments of a plane if a hole is suddenly opened in the fuselage because of a door loss, a bomb blast or other mishap.	96:101	120:125	4.0
plane	fic_1963_780073.txt-165-19	nf_1827_748059.txt-1356-35	If he was careful he might get a look at the instrument panel and possibly tell what course the plane was on.	In this case the power: weight as g f: d f, or, which is the same thing, as A B: C B, or as the height of the plane: the base.	96:101	110:115	1.0
plane	fic_1970_782002.txt-2841-7	fic_1995_39282.txt-1548-35	Murchison would be missing from his ' plane's passenger list.	She'd insisted on ironing his linen suit herself, placing one of her monogrammed handkerchiefs between the searing hot iron and the material, because she didn't want him looking rumpled on the plane, and she said the maid always ended up leaving scorch marks on his father's clothes.	38:43	193:198	4.0
plane	fic_1970_782002.txt-2841-7	mag_1997_428401.txt-151-8	Murchison would be missing from his ' plane's passenger list.	along with fast patrol boats, HC-130H transport planes, reconnaissance aircraft and more than 130 helicopters.	38:43	48:54	4.0
plane	fic_1973_16204.txt-1333-11	mag_1971_277695.txt-15-5	KIDI 'm not dumb enough to think I can fly a plane after readin ' one lousy book.	They also announced that their plane will go into regular passenger service in October.	45:50	31:36	4.0
plane	fic_1975_780106.txt-271-3	fic_1983_780037.txt-4224-36	At once the plane became even more difficult to handle, and Close realised why he had left it so late. "	It was going to be wonderful to see her again, and suddenly it was all he could think of as the small plane landed on the narrow airstrip, and he hastened off | the plane behind Mark, who was practically jet propelled, out the door, and down the rickety metal stairway, and then he came to ' a screeching halt in front of Val, not sure whether to shake hands or kiss her or just say hi.	12:17	165:170	4.0
plane	fic_1975_780106.txt-271-3	mag_1844_555220.txt-284-1	At once the plane became even more difficult to handle, and Close realised why he had left it so late. "	The Plane or Buttonwood tree, so common in our streets and environs, has hitherto	12:17	4:9	1.0
plane	fic_1975_780106.txt-271-3	mag_1968_213428.txt-3-11	At once the plane became even more difficult to handle, and Close realised why he had left it so late. "	Everybody must talk about it for months, charter yachts, planes and limousines, book hairdressers, order new ball gowns, do and dare anything just to be there.	12:17	57:63	4.0
plane	fic_1975_780106.txt-271-3	mag_1982_298031.txt-12-6	At once the plane became even more difficult to handle, and Close realised why he had left it so late. "	Even his fiery escape in the plane, under the out-of-joint nose of the Communist Party's First Secretary, first-rate though the sequence is, does not prepare one for the marvels that follow.	12:17	29:34	4.0
plane	fic_1975_780106.txt-271-3	mag_1990_419996.txt-23-12	At once the plane became even more difficult to handle, and Close realised why he had left it so late. "	Many travelers know Jamaica Bay as the last body of water their plane skims over before landing on a runway.	12:17	64:69	4.0
plane	fic_1975_780106.txt-271-3	news_1977_733125.txt-22-13	At once the plane became even more difficult to handle, and Close realised why he had left it so late. "	AIRLINE OFFICIALS contend they will fly almost anything that will fit into a plane -- except humans.	12:17	77:82	4.0
plane	fic_1975_780106.txt-271-3	nf_1827_748059.txt-1356-35	At once the plane became even more difficult to handle, and Close realised why he had left it so late. "	In this case the power: weight as g f: d f, or, which is the same thing, as A B: C B, or as the height of the plane: the base.	12:17	110:115	1.0
plane	fic_1975_780106.txt-271-3	nf_1830_747561.txt-368-11	At once the plane became even more difficult to handle, and Close realised why he had left it so late. "	It represents a ray of light coming straight from the perspective plane through the eye, and marks the point of sight as S, and also the distance of the spectator as D, and it is plain that the /z/ farther off the spectator is placed from the perspective plane, the longer would be this ray.	12:17	66:71	2.0
plane	fic_1975_780106.txt-271-3	nf_1830_747561.txt-544-31	At once the plane became even more difficult to handle, and Close realised why he had left it so late. "	You will observe that the two circles partly described on the plate, for the purpose of determining the opening of the box, are circles standing upright on the ground plane, and not laying on it, as are the circles in Plate 10.	12:17	167:172	1.0
plane	fic_1975_780106.txt-271-3	nf_1841_747926.txt-1307-12	At once the plane became even more difficult to handle, and Close realised why he had left it so late. "	There is but a trifling difference in general effect between /z/ our plane or buttonwood and the Oriental plane.	12:17	69:74	1.0
plane	fic_1975_780106.txt-271-3	nf_1976_774315.txt-1168-2	At once the plane became even more difficult to handle, and Close realised why he had left it so late. "	A low-angle plane is best for work directly across the grain, but an ordinary smoothing plane can be used.	12:17	12:17	1.0
plane	fic_1979_10650.txt-9045-1	nf_1827_748059.txt-1356-35	Military planes passed and repassed, possibly taking photographs, but then flew away withouttrying to land.	In this case the power: weight as g f: d f, or, which is the same thing, as A B: C B, or as the height of the plane: the base.	9:15	110:115	1.0
plane	fic_1979_10650.txt-9045-1	nf_1853_765349.txt-396-16	Military planes passed and repassed, possibly taking photographs, but then flew away withouttrying to land.	After three months ' labor with 800 men, the obelisk was removed on an inclined plane into the vessel, through a hole made in the end for the purpose.	9:15	80:85	1.0
plane	fic_1979_16029.txt-1595-9	fic_1999_44827.txt-2454-25	Rudge and Dennis enter from the back of the plane.	They had been making good progress, in spite of their greenness; next day Mr. Fulton was planning to stretch the silk over the planes; it had already been given a preliminary coat of a kind of flexible varnish which was also a part of Mr. Fulton's invention.	44:49	127:133	1.0
plane	fic_1979_16029.txt-1595-9	mag_1844_555220.txt-284-1	Rudge and Dennis enter from the back of the plane.	The Plane or Buttonwood tree, so common in our streets and environs, has hitherto	44:49	4:9	1.0
plane	fic_1979_16029.txt-1595-9	nf_1827_748059.txt-1330-69	Rudge and Dennis enter from the back of the plane.	We observed (161) that if df, representing the weight of W, be resolved into the two forces f e perpendicular to the beam and d e in the direction of it, d e will represent the force exerted by W in the direction of the beam, d e therefore will represent the force with which a spherical weight W will move down the plane.	44:49	316:321	1.0
plane	fic_1982_10690.txt-11808-7	mag_1968_213428.txt-3-11	" So when we got off the plane, I asked when he was going to introduce me to his friend, and he laughed	Everybody must talk about it for months, charter yachts, planes and limousines, book hairdressers, order new ball gowns, do and dare anything just to be there.	25:30	57:63	4.0
plane	fic_1983_780037.txt-4143-3	fic_1984_10720.txt-5389-7	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	I've got to catch the last plane back and it leaves before eleven. "	11:16	27:32	4.0
plane	fic_1983_780037.txt-4143-3	fic_1992_53675.txt-714-3	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	Batton ran the plane to the end of the runway and then wheeled it around to the tie-downs. "	11:16	15:20	4.0
plane	fic_1983_780037.txt-4143-3	mag_1975_485142.txt-73-5	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	At least five American-piloted spotter planes fly over Angola.	11:16	39:45	4.0
plane	fic_1983_780037.txt-4143-3	mag_1983_492317.txt-207-10	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	I pray anyplace -- in a cab, on a plane or in the barn with the cats.	11:16	34:39	4.0
plane	fic_1983_780037.txt-4143-3	news_1970_728910.txt-10-20	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	Robert J. McCloskey, State Department press officer, said 38 possible Americans, including crew members of the hijacked plane?	11:16	120:125	4.0
plane	fic_1983_780037.txt-4143-3	news_1971_729725.txt-19-15	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	Foursome in a pool In Los Angeles County a telephone company executive formed a " plane pool " that flies four men from Claremont ' - to Santa Monica every day.	11:16	82:87	4.0
plane	fic_1983_780037.txt-4143-3	news_1974_731711.txt-14-22	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	It will provide an elaborate system of vents to allow relief of air pressure in either upper or lower compartments of a plane if a hole is suddenly opened in the fuselage because of a door loss, a bomb blast or other mishap.	11:16	120:125	2.0
plane	fic_1983_780037.txt-4143-3	news_1988_669637.txt-17-20	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	Then Mr. Chandler ' s words rang in our ears - ' ' excellent seats, outside seats on the plane from Paris to London. '	11:16	89:94	4.0
plane	fic_1983_780037.txt-4143-3	nf_1836_748113.txt-1400-8	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	The section of a cylinder cut by any plane inclined to its axis, is an ellipsis.	11:16	37:42	1.0
plane	fic_1983_780037.txt-4143-3	nf_1836_748113.txt-1779-34	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	If a plane be parallel to one of the planes of projection, this plane will have only one trace, which will be parallel to the ground-line, and soluated in the other plane of projection.	11:16	165:170	1.0
plane	fic_1983_780037.txt-4143-3	nf_1836_748113.txt-1926-9	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	If the sun's rays be parallel to any plane, that plane to which they are parallel, is called a plane of shade.	11:16	37:42	1.0
plane	fic_1983_780037.txt-4143-3	nf_1836_748113.txt-2012-175	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	, and the points t and w, in the plan 9 / g 10, and the lines J, k, I, m, parallel to these planes; the lines j ', Ar, I, m, n, will make parallel shadows; therefore, draw q, c, rdjt u, parallel to j k, k /, or m n, to cut c 6 in e, k 7 in d, and G g at w; join d q; then to find the depth of the shadow of Z m on the elevation, draw 5 on the ichnography parallel to J W; draw 4* &^; perpendicular to W P, likewise 4* b, parallel to the ray on the elevation, and S s, parallel to the axis of the prism; then s ii the depth of the shadow; but as the projections of the extremities of I m, fall upon the adjacent planes at r, and tf draw e f through s, cutting 8 e at	11:16	611:617	1.0
plane	fic_1983_780037.txt-4143-3	nf_1853_747976.txt-1561-26	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	There are other kinds of planes besides the above; as the plough, for sinking a groove to receive a projecting tongue; the bead plane, for sticking beads; the snipe bill, for forming quirks; the compass plane and the forkstaff plane,	11:16	128:133	1.0
plane	fic_1983_780037.txt-4143-3	nf_1976_774315.txt-1168-2	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	A low-angle plane is best for work directly across the grain, but an ordinary smoothing plane can be used.	11:16	12:17	1.0
plane	fic_1983_780037.txt-4143-3	nf_1982_773998.txt-206-13	And on the plane that left for Boston at the same time as the flight to L.A., Jessica and Val barely spoke, and Mel looked out the window seeing nothing there except a vision	If you try to take off too much with each cut, the plane will jump and the surface will be poor.	11:16	51:56	1.0
plane	fic_1983_780037.txt-4224-36	nf_1836_748113.txt-1787-11	It was going to be wonderful to see her again, and suddenly it was all he could think of as the small plane landed on the narrow airstrip, and he hastened off | the plane behind Mark, who was practically jet propelled, out the door, and down the rickety metal stairway, and then he came to ' a screeching halt in front of Val, not sure whether to shake hands or kiss her or just say hi.	So if the trace of the plane be in the horizontal plane, and parallel to the ground - line, the plane will be parallel to the vertical plane.	165:170	50:55	1.0
plane	fic_1986_782030.txt-3397-8	fic_1989_10779.txt-1618-5	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	Besides, the two downed planes were in sight, or rather one downed plane and one downed pilot.	27:32	24:30	4.0
plane	fic_1986_782030.txt-3397-8	fic_2005_50015.txt-345-12	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	She'd been a fool to take it with her onto the plane.	27:32	47:52	4.0
plane	fic_1986_782030.txt-3397-8	mag_1977_490797.txt-460-80	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	This meant: a fast tour of the Merchandise Mart; phone calls ad lib; lunch at his friend Eli Schulman's steak house with Bob Dachman, executive director of the Little City Foundation, a charity Henny sponsors, which helps blind and retarded children; a visit to Eli himself, who was laid up in the hospital recuperating from an operation; a fast tour of Chicago; a bus to the airport; a plane back to New York; dinner with some friends.	27:32	387:392	4.0
plane	fic_1986_782030.txt-3397-8	mag_1993_409308.txt-77-11	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	The bone surfaces indicate that movement was predominantly in a single plane, with the massive fingers moving inward toward the middle of the body.	27:32	71:76	1.0
plane	fic_1986_782030.txt-3397-8	news_1975_732012.txt-30-15	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	It is improbable that all these efforts will achieve much so long as dozens of planes leave Kennedy Airport most days with large	27:32	79:85	4.0
plane	fic_1986_782030.txt-3397-8	nf_1830_747561.txt-304-23	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	- You ascertain by this process precisely how much the house diminishes, in consequence of its distance N I from the perspective plane.	27:32	129:134	1.0
plane	fic_1986_782030.txt-3397-8	nf_1830_747561.txt-644-9	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	Provide a large table; this is a horizontal plane, and will represent the ground plane, viz.	27:32	44:49	1.0
plane	fic_1986_782030.txt-3397-8	nf_1830_747561.txt-670-18	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	Substitute for the vacant frame, one with a plate of glass in it, as a perspective plane; you can trace with a pencil on this glass, or measure with compasses, the appearance of the figures beyond.	27:32	83:88	1.0
plane	fic_1986_782030.txt-3397-8	nf_1836_748113.txt-1734-38	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	Moreover we see, and it is very important, that the lines A a, B b, perpendicular to the ground line U V, will not cease to be so in the motion of the plane U V Y Z; and as the corresponding lines a a, &; b, are also perpendiculars, to the ground line U V, it follows that the lines, a a ', b 6 ', will be the respective prolongation of the lines a a, &; b.	27:32	151:156	1.0
plane	fic_1986_782030.txt-3397-8	nf_1836_748113.txt-1926-9	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	If the sun's rays be parallel to any plane, that plane to which they are parallel, is called a plane of shade.	27:32	37:42	1.0
plane	fic_1986_782030.txt-3397-8	nf_1836_748113.txt-2098-31	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	The rays of the sun being reflected from the horizon in all directions, the projecture of the prism will prevent a part of the reflected rays from proceeding to the plane behind the prism, and consequently the dane would be something darker than the face of the prism which is parallel to it; but the side of the prism adjoining to the plane will throw a reflection upon the plane, and therefore it would be difficult to perceive the difference between the face of the prism, and the plane parallel behind the prism.	27:32	165:170	1.0
plane	fic_1986_782030.txt-3397-8	nf_1853_747976.txt-1543-29	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	also of many kinds; those called bench planes - %s the jack plane, the trying plane, the long plane, the jointer, and the smoothing plane, are used for bringing the stuff to a plane surface.	27:32	132:137	1.0
plane	fic_1986_782030.txt-3397-8	nf_1853_747976.txt-1786-34	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	The plumber uses but few tools, and those are of a simple character; the greater number of them being similar to those used by other artificers, as hammers, mallets, planes, chisels, gouges, JUes, &c.; The principal tool peculiar to the /z/ trade of the plumber is the bat, which is made of beech	27:32	166:172	1.0
plane	fic_1986_782030.txt-3397-8	nf_1853_747976.txt-286-72	She was a woman I met on a plane from Kansas City to Minneapolis, and whom in the space of an afternoon, a dinner, and	If, therefore, we call the weight of the prism ABC, W, the breadth AC, b, the height AB, h, and the specific gravity of the earth, s, we shall have W = If we call the /z/ thrust of W in the direction of the slope W, then (neglect * ing friction,) on the principle of the inclined plane, W will be to W as the length of the incline is to its height; or calling the length B C, /, then AW bh * s * lih:: W: W ' = =.	27:32	280:285	1.0
plane	fic_1989_10778.txt-3293-7	news_1971_729725.txt-19-15	The right wing slammed down and the plane rolled inverted again. "	Foursome in a pool In Los Angeles County a telephone company executive formed a " plane pool " that flies four men from Claremont ' - to Santa Monica every day.	36:41	82:87	4.0
plane	fic_1989_10778.txt-3293-7	nf_1830_747561.txt-579-21	The right wing slammed down and the plane rolled inverted again. "	/q/ Where this intersects at d is the apparent size of this side, because it is parallel with the ground plane.	36:41	105:110	1.0
plane	fic_1989_10778.txt-3293-7	nf_1836_748113.txt-2012-175	The right wing slammed down and the plane rolled inverted again. "	, and the points t and w, in the plan 9 / g 10, and the lines J, k, I, m, parallel to these planes; the lines j ', Ar, I, m, n, will make parallel shadows; therefore, draw q, c, rdjt u, parallel to j k, k /, or m n, to cut c 6 in e, k 7 in d, and G g at w; join d q; then to find the depth of the shadow of Z m on the elevation, draw 5 on the ichnography parallel to J W; draw 4* &^; perpendicular to W P, likewise 4* b, parallel to the ray on the elevation, and S s, parallel to the axis of the prism; then s ii the depth of the shadow; but as the projections of the extremities of I m, fall upon the adjacent planes at r, and tf draw e f through s, cutting 8 e at	36:41	611:617	1.0
plane	fic_1989_10779.txt-1618-5	nf_1836_748113.txt-1926-9	Besides, the two downed planes were in sight, or rather one downed plane and one downed pilot.	If the sun's rays be parallel to any plane, that plane to which they are parallel, is called a plane of shade.	24:30	37:42	1.0
plane	fic_1989_10779.txt-519-19	fic_1995_39282.txt-1548-35	The Grumman most likely had not yet been reportedoverdue, its flying time was probably longer than a commercial plane's.	She'd insisted on ironing his linen suit herself, placing one of her monogrammed handkerchiefs between the searing hot iron and the material, because she didn't want him looking rumpled on the plane, and she said the maid always ended up leaving scorch marks on his father's clothes.	112:117	193:198	4.0
plane	fic_1989_10779.txt-519-19	nf_1830_747561.txt-579-21	The Grumman most likely had not yet been reportedoverdue, its flying time was probably longer than a commercial plane's.	/q/ Where this intersects at d is the apparent size of this side, because it is parallel with the ground plane.	112:117	105:110	1.0
plane	fic_1990_16190.txt-2874-10	news_1971_729725.txt-19-15	TAIL Luke eagerly aims his guns down at the approaching plane.	Foursome in a pool In Los Angeles County a telephone company executive formed a " plane pool " that flies four men from Claremont ' - to Santa Monica every day.	56:61	82:87	4.0
plane	fic_1990_16190.txt-2874-10	nf_1830_747561.txt-670-18	TAIL Luke eagerly aims his guns down at the approaching plane.	Substitute for the vacant frame, one with a plate of glass in it, as a perspective plane; you can trace with a pencil on this glass, or measure with compasses, the appearance of the figures beyond.	56:61	83:88	1.0
plane	fic_1990_16190.txt-3041-8	nf_1836_748113.txt-2425-21	There are WHOOPS of joy all over the plane -- they did it.	front of the triglyphs, or to the front of the architrave; and if these planes be in the same plane with each otlier, and recessed beyond the ends of the triglyph, so as to show a small part of the vertical sides of the beams; that is, to be further in than the channels of the triglyph; then these spaces so filled up, are called metopes.	37:42	94:99	1.0
plane	fic_1990_16190.txt-713-6	nf_1827_748059.txt-1356-35	Men are feverishly working on the plane, getting it ready, loading the bombs, checking every detail again and again.	In this case the power: weight as g f: d f, or, which is the same thing, as A B: C B, or as the height of the plane: the base.	34:39	110:115	1.0
plane	fic_1995_39282.txt-1548-35	fic_2007_33583.txt-124-14	She'd insisted on ironing his linen suit herself, placing one of her monogrammed handkerchiefs between the searing hot iron and the material, because she didn't want him looking rumpled on the plane, and she said the maid always ended up leaving scorch marks on his father's clothes.	At least I've got a window seat on the left side of the plane, which, according to the flight attendant, should help me get a quick peek at Pearl Harbor right before we land and maybe even Diamond Head after we take off again.	193:198	56:61	4.0
plane	fic_1995_39282.txt-1548-35	mag_1851_555706.txt-293-28	She'd insisted on ironing his linen suit herself, placing one of her monogrammed handkerchiefs between the searing hot iron and the material, because she didn't want him looking rumpled on the plane, and she said the maid always ended up leaving scorch marks on his father's clothes.	Each stratum, he argues, must have a force of rotation proportioned to its own level, and can impart force only by descent to a lower plane	193:198	134:139	1.0
plane	fic_1995_39282.txt-1548-35	mag_1972_283190.txt-0-19	She'd insisted on ironing his linen suit herself, placing one of her monogrammed handkerchiefs between the searing hot iron and the material, because she didn't want him looking rumpled on the plane, and she said the maid always ended up leaving scorch marks on his father's clothes.	@@283190 The two burly men in the first-class cabin of the Air Algrie 727 appeared distinctly relieved as the plane settled down at Paris ' Orly Airport and a large Citron drove up on the tarmac, followed by another car full of police.	193:198	110:115	4.0
plane	fic_1995_39282.txt-1548-35	nf_1827_748059.txt-1330-69	She'd insisted on ironing his linen suit herself, placing one of her monogrammed handkerchiefs between the searing hot iron and the material, because she didn't want him looking rumpled on the plane, and she said the maid always ended up leaving scorch marks on his father's clothes.	We observed (161) that if df, representing the weight of W, be resolved into the two forces f e perpendicular to the beam and d e in the direction of it, d e will represent the force exerted by W in the direction of the beam, d e therefore will represent the force with which a spherical weight W will move down the plane.	193:198	316:321	1.0
plane	fic_1995_39282.txt-1548-35	nf_1836_748113.txt-1804-19	She'd insisted on ironing his linen suit herself, placing one of her monogrammed handkerchiefs between the searing hot iron and the material, because she didn't want him looking rumpled on the plane, and she said the maid always ended up leaving scorch marks on his father's clothes.	If a line be situated in a given plane by its traces, this line can only intersect the planes " of projection upon the traces of the plane which contains it.	193:198	87:93	1.0
plane	fic_1999_30902.txt-106-17	nf_1853_747976.txt-1561-26	Instead, I ordered more coffee and looked again at the cable that had come with my plane ticket.	There are other kinds of planes besides the above; as the plough, for sinking a groove to receive a projecting tongue; the bead plane, for sticking beads; the snipe bill, for forming quirks; the compass plane and the forkstaff plane,	83:88	128:133	1.0
plane	fic_1999_30902.txt-106-17	nf_1972_774227.txt-1121-7	Instead, I ordered more coffee and looked again at the cable that had come with my plane ticket.	to provide a contrast to the open planes of Christ's nude torso.	83:88	34:40	1.0
plane	fic_1999_44827.txt-2454-25	nf_1827_748059.txt-314-33	They had been making good progress, in spite of their greenness; next day Mr. Fulton was planning to stretch the silk over the planes; it had already been given a preliminary coat of a kind of flexible varnish which was also a part of Mr. Fulton's invention.	Oak, old English, young tree, 363 " old ship timber, " from old tree, " medium qualities, " green, Beech, medium quality, Alder, Plane tree.	127:133	129:134	1.0
plane	fic_1999_44827.txt-2454-25	nf_1841_747926.txt-1307-12	They had been making good progress, in spite of their greenness; next day Mr. Fulton was planning to stretch the silk over the planes; it had already been given a preliminary coat of a kind of flexible varnish which was also a part of Mr. Fulton's invention.	There is but a trifling difference in general effect between /z/ our plane or buttonwood and the Oriental plane.	127:133	69:74	1.0
plane	fic_2001_27999.txt-208-18	mag_1960_245406.txt-2-1	He quickly slipped the card into the breast pocket of his shirt, deciding to wait until the plane was in flight to return it.	The plane's four Allison turboprop engines were recovered from the water, shipped to General Motors ' Allison division in Indianapolis.	92:97	4:9	4.0
plane	fic_2001_27999.txt-208-18	mag_1981_492274.txt-54-14	He quickly slipped the card into the breast pocket of his shirt, deciding to wait until the plane was in flight to return it.	Where you or I would read or have a couple of drinks on a plane, " observes Allan Kalmus, the entertainer's longtime New York agent, " Hope snoozes for four or five hours. "	92:97	58:63	4.0
plane	fic_2001_27999.txt-208-18	nf_1836_748113.txt-1926-9	He quickly slipped the card into the breast pocket of his shirt, deciding to wait until the plane was in flight to return it.	If the sun's rays be parallel to any plane, that plane to which they are parallel, is called a plane of shade.	92:97	37:42	1.0
plane	fic_2001_45760.txt-1527-7	mag_1994_352085.txt-1-11	really want to take off in your plane, if you know what I mean. "	Sometime before midnight on Sept. 11, he stole a single-engine plane from an airport north of Baltimore headed south to Washington, flew over the National Zoological Park and down to the Mall, probably using the Washington Monument as a beacon.	32:37	63:68	4.0
plane	fic_2002_29281.txt-140-16	mag_1981_492274.txt-54-14	His mind began racing.... Only when the cargo ramp was finally raised and the transport plane made ready to be towed back to its hangar did Kazakov finally turn toward the three government vehicles behind him, which had also remained.	Where you or I would read or have a couple of drinks on a plane, " observes Allan Kalmus, the entertainer's longtime New York agent, " Hope snoozes for four or five hours. "	88:93	58:63	4.0
plane	fic_2002_29281.txt-140-16	nf_1827_748059.txt-1356-35	His mind began racing.... Only when the cargo ramp was finally raised and the transport plane made ready to be towed back to its hangar did Kazakov finally turn toward the three government vehicles behind him, which had also remained.	In this case the power: weight as g f: d f, or, which is the same thing, as A B: C B, or as the height of the plane: the base.	88:93	110:115	1.0
