lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment	count_droppped_judments	count_all_judgments
bass	basic_usage_1	basic_usage_2	He was playing his bass guitar.	A small bass was swimming in the pond.	19:23	8:12	1.0
face	fic_1836_7053.txt-2406-25	fic_1993_1040060.txt-429-35	The sick lady hastily drew the curtains of her bed between her and the group at the fire, and then throwing herself with her face on the pillow, murmured wildly, " Save me!	When I walked in she'd already be at the kitchen table with her schoolbooks spread out in front of her, hunched over in her chair, arms crossed, a frown pulling her face down to a point.	125:129	165:169	4.0
face	fic_1836_7053.txt-2406-25	nf_2004_775790.txt-28-16	The sick lady hastily drew the curtains of her bed between her and the group at the fire, and then throwing herself with her face on the pillow, murmured wildly, " Save me!	She kept her head tipped down so that her long dark blond hair fell over her face to hide the fact that part of her lower jaw was missing.	125:129	77:81	4.0
face	fic_1839_7068.txt-947-14	fic_1854_9826.txt-2758-13	With this advice he turned from the counsel and earnestly gazed in Clifton's face, as if life and death awaited the reply.	echoed the other, smiling still, but with a darkening of the face the while. "	77:81	61:65	4.0
face	fic_1839_7068.txt-947-14	news_2004_617201.txt-34-2	With this advice he turned from the counsel and earnestly gazed in Clifton's face, as if life and death awaited the reply.	In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce.	77:81	7:11	2.0
face	fic_1839_7297.txt-448-4	mag_1834_554263.txt-165-90	Vasco Nunez surveyed the face of the speaker with a look of inquiry, that truly indicated the feeling of doubt in his mind. "	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	25:29	460:464	2.0
face	fic_1841_7000.txt-850-9	fic_1853_9040.txt-3170-14	Her voice died on her lips, and her face became colorless	She was amiable and good in all ways; the everlasting smile on her face did not belie her heart.	36:40	67:71	4.0
face	fic_1841_7000.txt-850-9	fic_1975_10600.txt-2225-27	Her voice died on her lips, and her face became colorless	Ora, unwieldy with the child she was carrying, went on to where her husband sat, dropped to her knees and looked up into his face. "	36:40	125:129	4.0
face	fic_1841_7000.txt-850-9	mag_1834_554263.txt-165-90	Her voice died on her lips, and her face became colorless	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	36:40	460:464	2.0
face	fic_1841_7000.txt-850-9	mag_1968_431769.txt-84-5	Her voice died on her lips, and her face became colorless	They had sores on their faces, their legs and arms.	36:40	24:29	4.0
face	fic_1841_7000.txt-850-9	news_1980_668008.txt-49-9	Her voice died on her lips, and her face became colorless	When three microphones were shoved in front of his face he smiled: " What ' s it like when we win? "	36:40	51:55	4.0
face	fic_1841_7000.txt-850-9	nf_1842_747950.txt-1382-7	Her voice died on her lips, and her face became colorless	/z/ " Swift over twilight's lovely face, Those changing hues each other chase; Trembles from snowy depths afar The dawning of her earliest star, And glows the crescent's subtle horn, From the expiring sunset born A gem upon her mantle worn, And binding night to day, Where evening hangs on day's retreat, Where bounds of light and darkness meet, And each, on heaven's azure sheet, In	36:40	35:39	4.0
face	fic_1841_7355.txt-2847-6	news_2004_617201.txt-34-2	When he had ceased, the faces of the congregation were turned to where the Tanner of Enon sat on one of the chief seats of the synagogue, as if desiring that he would say somewhat.	In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce.	24:29	7:11	2.0
face	fic_1842_9749.txt-2398-3	mag_1834_554263.txt-165-90	I hate thy face -- hate it as I do hell!	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	11:15	460:464	2.0
face	fic_1844_3928.txt-2731-14	fic_2004_28968.txt-159-4	At this mention of his bitter foe, a frown lowered on the fine face of Lamoriciere, as he briefly and sternly replied: " With the King, Monsieur -- General Bugeaud is with the King.	He landed on his face, his lips stinging in the snow.	63:67	17:21	4.0
face	fic_1844_3928.txt-2731-14	fic_2007_52469.txt-543-1	At this mention of his bitter foe, a frown lowered on the fine face of Lamoriciere, as he briefly and sternly replied: " With the King, Monsieur -- General Bugeaud is with the King.	His face had a peculiar jut to it, as if it were sticking out from itself, and his leaning made it seem bigger than it was.	63:67	4:8	4.0
face	fic_1844_3928.txt-2731-14	news_2004_617201.txt-34-2	At this mention of his bitter foe, a frown lowered on the fine face of Lamoriciere, as he briefly and sternly replied: " With the King, Monsieur -- General Bugeaud is with the King.	In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce.	63:67	7:11	2.0
face	fic_1844_7135.txt-1091-19	fic_1850_4498.txt-2068-11	Father Eustaquio followed her into a low ceiled chamber, where seated in a cane chair, with her face leaning upon her hand sat the lovely	There was witchcraft in little Pearl's eyes, and her face, as she glanced upward at the minister, wore that naughty smile which made its expression frequently so elvish.	96:100	53:57	4.0
face	fic_1844_7135.txt-1091-19	fic_1989_10785.txt-3128-25	Father Eustaquio followed her into a low ceiled chamber, where seated in a cane chair, with her face leaning upon her hand sat the lovely	She was frowning over a collection of her photographs, a pencilp184stuck behind one ear and a mass of curly hair drawn back from her face with a set of combs.	96:100	133:137	4.0
face	fic_1844_7135.txt-1091-19	fic_1996_54394.txt-2232-9	Father Eustaquio followed her into a low ceiled chamber, where seated in a cane chair, with her face leaning upon her hand sat the lovely	He smiled, his teeth white in his dark face. "	96:100	39:43	4.0
face	fic_1844_7135.txt-1091-19	fic_2004_28968.txt-159-4	Father Eustaquio followed her into a low ceiled chamber, where seated in a cane chair, with her face leaning upon her hand sat the lovely	He landed on his face, his lips stinging in the snow.	96:100	17:21	4.0
face	fic_1844_7135.txt-1091-19	fic_2007_52469.txt-543-1	Father Eustaquio followed her into a low ceiled chamber, where seated in a cane chair, with her face leaning upon her hand sat the lovely	His face had a peculiar jut to it, as if it were sticking out from itself, and his leaning made it seem bigger than it was.	96:100	4:8	4.0
face	fic_1844_7135.txt-1091-19	news_1986_670424.txt-2-0	Father Eustaquio followed her into a low ceiled chamber, where seated in a cane chair, with her face leaning upon her hand sat the lovely	Faces 20 Years in Prison // In all, Mr. McLaughlin, a lawyer, faces 20 years in prison and automatic disbarment, although a prison sentence for more than the maximum on one count, 7 years, would be unlikely.	96:100	0:5	2.0
face	fic_1844_7189.txt-2347-90	mag_1834_554263.txt-165-90	By his side walked his slender-shaped attendant, to all appearance a youth of some twenty winters, yet his tawny face, marked by bold and regular features, half-concealed by masses of jet black hair, falling aside from his forehead, in elf-like curls, was marked by a deep wrinkle between the brows, a stern compression of the lip, and a wild and wandering eye, that glanced from side to side with a restless and nervous glance, that seemed to peruse the face of every man who came within its gaze, and read the characters and motives of all who journeyed onward to the castle.	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	455:459	460:464	2.0
face	fic_1844_7189.txt-3758-38	mag_1834_554263.txt-165-90	There, grouped along the steps of stone, stood the stout yeoman, his brow wearing one fixed and steady frown, as, with his sword half drawn from the scabbard, he gazed upon the face of Aldarin; there stood two figures veiled in robes of sweeping sable, while the erect form and venerable face of the knight o ' th ' Longsword confronted the scholar, standing on the slab of stone. "	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	177:181	460:464	2.0
face	fic_1844_7189.txt-3758-38	nf_2004_775790.txt-28-16	There, grouped along the steps of stone, stood the stout yeoman, his brow wearing one fixed and steady frown, as, with his sword half drawn from the scabbard, he gazed upon the face of Aldarin; there stood two figures veiled in robes of sweeping sable, while the erect form and venerable face of the knight o ' th ' Longsword confronted the scholar, standing on the slab of stone. "	She kept her head tipped down so that her long dark blond hair fell over her face to hide the fact that part of her lower jaw was missing.	177:181	77:81	4.0
face	fic_1844_8869.txt-920-11	mag_1834_554263.txt-165-90	Do we not see the trace of bitter tears upon the face that used to glow with smiles?	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	49:53	460:464	2.0
face	fic_1845_7170.txt-1246-19	mag_1834_554263.txt-165-90	Some fell away, some foamed at the mouth, some lay on the ground in spasms, the faces of several grew white, others purple and black, one appeared to be strangling and	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	80:85	460:464	2.0
face	fic_1845_7317.txt-2419-14	fic_1848_1108.txt-3120-24	He gives them the same ornament which he so judiciously distributes over his own face, and the price of the article is necessarily enhanced to the citizen, by the employment of materials which the latter would much rather not have at all upon his purchases.	She laughed, for answer to her own question, and then with another sudden diversion she demanded of a look in Clementina's face which would not be laughed away, " Well	81:85	123:127	4.0
face	fic_1845_7317.txt-2419-14	fic_1848_7193.txt-10499-29	He gives them the same ornament which he so judiciously distributes over his own face, and the price of the article is necessarily enhanced to the citizen, by the employment of materials which the latter would much rather not have at all upon his purchases.	I had escaped the grave -- I knew no more -- " After a troubled sleep, broken by a frightful dream, -- in which I saw his face and the uplifted knife -- I woke once more, and became conscious that a woman's form was slumbering at my side.	81:85	122:126	4.0
face	fic_1846_4464.txt-2452-35	mag_1834_554263.txt-165-90	Uncertain as he had been at the first who were the men, whom he thus recklessly attacked, Aulus Fulvius had not well turned the angle of the wood, before he recognized the faces of almost all the leading men of the opposite party.	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	172:177	460:464	2.0
face	fic_1847_7077.txt-172-50	mag_1834_554263.txt-165-90	At last some fellers hearn the jolts at the house, and they cum and dug us out, for we had fit into a hole whar a big pine stump had burnt out, and thar we was, up to our girths a peggin away, face to face, and no dodgin!	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	201:205	460:464	3.0
face	fic_1847_7149.txt-787-13	mag_1834_554263.txt-165-90	and anxious Marian stood by the side of the couch gazing upon the face of that once beloved sister -- alas!	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	66:70	460:464	2.0
face	fic_1848_1108.txt-3120-24	fic_1853_9158.txt-1194-47	She laughed, for answer to her own question, and then with another sudden diversion she demanded of a look in Clementina's face which would not be laughed away, " Well	But for once the routiers kept faith -- the din ceased in the encampment, the lights went out one by one, and silence of dewy night fell over tent and bivouac as peacefully as if the deadliest of foes were not almost arrayed beneath it face to face.	123:127	236:240	4.0
face	fic_1848_1108.txt-3120-24	news_2004_617201.txt-34-2	She laughed, for answer to her own question, and then with another sudden diversion she demanded of a look in Clementina's face which would not be laughed away, " Well	In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce.	123:127	7:11	2.0
face	fic_1848_1108.txt-618-18	fic_1854_9826.txt-2758-13	She went out, and shortly after Lander came in with a sort of hopeful apathy in his face.	echoed the other, smiling still, but with a darkening of the face the while. "	84:88	61:65	4.0
face	fic_1848_7193.txt-10499-29	fic_1851_3300.txt-2877-13	I had escaped the grave -- I knew no more -- " After a troubled sleep, broken by a frightful dream, -- in which I saw his face and the uplifted knife -- I woke once more, and became conscious that a woman's form was slumbering at my side.	He had pulled the curls over his eyes, and tied up his face with a great handkerchief over the cap, as Gruffy has been doing lately when she had the face-ache, and he went about among the little chaps in such a motherly, bustling way, it was quite affecting.	122:126	55:59	4.0
face	fic_1848_7193.txt-10499-29	fic_1964_10451.txt-1040-11	I had escaped the grave -- I knew no more -- " After a troubled sleep, broken by a frightful dream, -- in which I saw his face and the uplifted knife -- I woke once more, and became conscious that a woman's form was slumbering at my side.	Suzy listened with the complete impassivity of a twelveyear-old, her face giving no sign or flicker by which the parents could detect how she was hearing the words they were wringingout of themselves.	122:126	69:73	4.0
face	fic_1848_7193.txt-10499-29	news_1994_614387.txt-73-21	I had escaped the grave -- I knew no more -- " After a troubled sleep, broken by a frightful dream, -- in which I saw his face and the uplifted knife -- I woke once more, and became conscious that a woman's form was slumbering at my side.	So, wow, who-da thunk Georgia offensive coordinator Wayne " Wild Man " McDuffie, who once spit in the face of a reporter, could have gotten into a shouting match with Dogs offensive guard Steve Roberts?	122:126	102:106	4.0
face	fic_1848_7193.txt-1204-15	fic_1853_9040.txt-3170-14	Take her to her room -- she is out of her head " -- the face of Uncle Peter grew crimson, as he waved his hand, and with that emphatic gesture, and angry voice, bade the country damsels remove the bewildered girl. "	She was amiable and good in all ways; the everlasting smile on her face did not belie her heart.	56:60	67:71	4.0
face	fic_1848_7193.txt-1418-16	fic_2002_47233.txt-243-21	The hunter imagined that he felt the intense light of his eyes, shining into his face. "	He opened the door and turned to look back, a tall man framed in light from the hall, his face lost in shadow. "	81:85	90:94	4.0
face	fic_1848_7193.txt-1418-16	mag_1834_554263.txt-165-90	The hunter imagined that he felt the intense light of his eyes, shining into his face. "	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	81:85	460:464	2.0
face	fic_1848_7193.txt-930-16	fic_1853_9040.txt-3170-14	The Doctor arranged his flowing wig, with a somewhat nervous movement, and the lank face of the lawyer was lengthened out, by an expression of apathetic wonder, most ludicrous to behold. "	She was amiable and good in all ways; the everlasting smile on her face did not belie her heart.	84:88	67:71	4.0
face	fic_1848_7193.txt-930-16	news_2004_617201.txt-34-2	The Doctor arranged his flowing wig, with a somewhat nervous movement, and the lank face of the lawyer was lengthened out, by an expression of apathetic wonder, most ludicrous to behold. "	In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce.	84:88	7:11	2.0
face	fic_1848_7235.txt-1759-2	news_2004_617201.txt-34-2	Her beautiful face, of course, lost nothing by contrast with the coarser features with which she was surrounded; and a fat bachelor lieutenant devoted every breath of time that he could possibly spare from his very eager deglutition, to staring at her.	In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce.	14:18	7:11	2.0
face	fic_1849_583.txt-3415-18	mag_1834_554263.txt-165-90	There was a gentle tap at the door, and a pretty chambermaid, putting in her smiling face, inquired, with a hesitating air, whether I had rung.	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	85:89	460:464	2.0
face	fic_1849_7167.txt-1530-27	news_2004_617201.txt-34-2	She held a wax candle in the other hand, (bees-wax was frequently used by the inhabitants,) which threw a brilliant glare in my face.	In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce.	128:132	7:11	2.0
face	fic_1849_7192.txt-1482-17	news_1994_614387.txt-73-21	For no sooner did the gaze of Israel rest upon the uncovered face, than his own face, so ruddy and well-preserved, assumed an unhealthy and chalky color.	So, wow, who-da thunk Georgia offensive coordinator Wayne " Wild Man " McDuffie, who once spit in the face of a reporter, could have gotten into a shouting match with Dogs offensive guard Steve Roberts?	80:84	102:106	4.0
face	fic_1849_7192.txt-1706-18	fic_1999_44469.txt-416-0	it was that the Unkown bent forward with parted lips and flashing eyes -- perusing the Preacher's face with an intense gaze, and awaiting the first word from his lips, with every faculty of his soul. "	face; his neat mustache had flecks of gray in it.	98:102	0:4	4.0
face	fic_1849_7192.txt-1706-18	mag_1834_554263.txt-165-90	it was that the Unkown bent forward with parted lips and flashing eyes -- perusing the Preacher's face with an intense gaze, and awaiting the first word from his lips, with every faculty of his soul. "	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	98:102	460:464	2.0
face	fic_1849_7192.txt-1998-10	news_2004_617201.txt-34-2	For a moment he caught a glimpse of Fanny's face, and then she was gone.	In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce.	44:48	7:11	2.0
face	fic_1849_7192.txt-2073-17	mag_1834_554263.txt-165-90	pale, haggard and convulsed, as with sympathy or Remorse -- this face came with the face of the Poor Girl, and floated before the mental eye of the Unknown.	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	84:88	460:464	2.0
face	fic_1849_7192.txt-391-4	news_2004_617201.txt-34-2	When he raised his face to the light again, his eyes were wet with tears, his face distorted with agony.	In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce.	19:23	7:11	2.0
face	fic_1849_7230.txt-1248-10	mag_1834_554263.txt-165-90	On the left, as the pilgrim sat with his face to the east, the outlines of the coast were comparatively low, but broken into gentle	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	41:45	460:464	2.0
face	fic_1850_7171.txt-7910-28	mag_1834_554263.txt-165-90	Please, " said Weasand, " stand out of my light, the next time it comes; I want to get a look at Helskill's face. "	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	108:112	460:464	2.0
face	fic_1851_2538.txt-3533-10	mag_1834_554263.txt-165-90	But, when they looked into the venerable stranger's face, not the most thoughtless among them dared to offer him the least impertinence.	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	52:56	460:464	2.0
face	fic_1851_2538.txt-4146-15	mag_1834_554263.txt-165-90	In this strange dress, and, I suppose, without washing her hands or face, she visited the magnificent court of Louis the Fourteenth.	They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers.	68:72	460:464	2.0
face	fic_1851_3300.txt-2877-13	fic_1971_782008.txt-2009-3	He had pulled the curls over his eyes, and tied up his face with a great handkerchief over the cap, as Gruffy has been doing lately when she had the face-ache, and he went about among the little chaps in such a motherly, bustling way, it was quite affecting.	Sal Ianello's face was obscured, but his back was ramrod straight.	55:59	14:18	4.0
face	fic_1851_3300.txt-667-30	fic_1996_54394.txt-2232-9	It was agony to look on the motionless form, and blood-streaked countenance before him -- to watch the cloud of anxiety that seemed to deepen on his master's face as each new restorative failed its accustomed virtue, to listen to the subdued murmurs and fearful whispers, and to note the blanched faces of his school-fellows.	He smiled, his teeth white in his dark face. "	158:162	39:43	4.0
face	fic_1851_3336.txt-728-30	fic_1999_44469.txt-416-0	None who had seen her before could fail now to observe the softened character of her beauty, and those who saw " A thousand blushing apparitions start Into her face " -- whenever his eyes rested on her, could scarcely doubt his influence over her.	face; his neat mustache had flecks of gray in it.	160:164	0:4	4.0
face	fic_1851_3336.txt-728-30	mag_2001_415743.txt-8-1	None who had seen her before could fail now to observe the softened character of her beauty, and those who saw " A thousand blushing apparitions start Into her face " -- whenever his eyes rested on her, could scarcely doubt his influence over her.	's face was pudgier than Maceus remembered from Haiti, during the military regime of the early 1990s.	160:164	3:7	4.0
face	fic_1852_69.txt-8877-12	fic_1854_9826.txt-2758-13	Tom drank the water, and looked earnestly and pitifully into her face. "	echoed the other, smiling still, but with a darkening of the face the while. "	65:69	61:65	4.0
face	fic_1852_69.txt-8877-12	fic_1969_10510.txt-690-12	Tom drank the water, and looked earnestly and pitifully into her face. "	For a momentthrough his anger he saw George Clough, the manikin face, the small, fine, predatory teeth, the inanimate eyes: " I could tell he wasn't to be trusted even before his wife warned me. "	65:69	64:68	4.0
face	fic_1853_2454.txt-548-80	news_2004_617201.txt-34-2	Cousin Betty was a little bit of a woman, with a face as full of wrinkles as a frozen apple, and a pair of the busiest and most twinkling little black eyes you ever saw, a prominent and parrot like nose, with a chin formed on the very same pattern, only that it turned up instead of down, the two so very nearly meeting that the children said they had " to turn their faces sideways to kiss her. "	In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce.	368:373	7:11	2.0
face	fic_1853_9040.txt-1783-18	fic_1996_54394.txt-2232-9	And further, I had some notion of a dozen or more trimly dressed youths, with bronzed faces newly shaved, and shining with their late ablutions -- all this I faintly apprehended, before the cavalcade disappeared, in a cloud of dust.	He smiled, his teeth white in his dark face. "	86:91	39:43	4.0
face	fic_1853_9040.txt-3170-14	fic_1964_16147.txt-1494-12	She was amiable and good in all ways; the everlasting smile on her face did not belie her heart.	At first he laughs; then the smile fades, and his face reflects his pain.	67:71	50:54	4.0
face	fic_1853_9040.txt-3170-14	fic_1971_782006.txt-553-8	She was amiable and good in all ways; the everlasting smile on her face did not belie her heart.	Noting the expression on the young man's face she added sharply, " Are you all right? "	67:71	41:45	4.0
face	fic_1853_9040.txt-3170-14	fic_1973_10569.txt-4925-11	She was amiable and good in all ways; the everlasting smile on her face did not belie her heart.	Then I stood in the window with my icepack to my face and watched the Agoraphobe.	67:71	49:53	4.0
face	fic_1853_9040.txt-3170-14	fic_1995_53086.txt-806-2	She was amiable and good in all ways; the everlasting smile on her face did not belie her heart.	Then the face brightened, almost smiling as she asked, " What's your favorite world? "	67:71	9:13	4.0
face	fic_1853_9040.txt-3170-14	news_1994_614387.txt-73-21	She was amiable and good in all ways; the everlasting smile on her face did not belie her heart.	So, wow, who-da thunk Georgia offensive coordinator Wayne " Wild Man " McDuffie, who once spit in the face of a reporter, could have gotten into a shouting match with Dogs offensive guard Steve Roberts?	67:71	102:106	4.0
face	fic_1853_9040.txt-3170-14	news_2002_622950.txt-43-22	She was amiable and good in all ways; the everlasting smile on her face did not belie her heart.	Colorful, fanciful and almost palpable, the photos may inspire a young designer, or just bring a smile to the face of anyone who takes a look.	67:71	110:114	4.0
face	fic_1853_9158.txt-1194-47	fic_2003_26412.txt-74-10	But for once the routiers kept faith -- the din ceased in the encampment, the lights went out one by one, and silence of dewy night fell over tent and bivouac as peacefully as if the deadliest of foes were not almost arrayed beneath it face to face.	The girls are yanking her forward, their tongues and faces slathered with goofy grape.	236:240	53:58	4.0
face	fic_1853_9158.txt-1194-47	fic_2003_28322.txt-2-8	But for once the routiers kept faith -- the din ceased in the encampment, the lights went out one by one, and silence of dewy night fell over tent and bivouac as peacefully as if the deadliest of foes were not almost arrayed beneath it face to face.	Upstream where the forest thinned under the cliff face, a lone company of soldiers slogged wearily through the mud, heads down, shoulders hunched against the heavens ' fury.	236:240	50:54	2.0
face	fic_1853_9158.txt-1194-47	news_2004_617201.txt-34-2	But for once the routiers kept faith -- the din ceased in the encampment, the lights went out one by one, and silence of dewy night fell over tent and bivouac as peacefully as if the deadliest of foes were not almost arrayed beneath it face to face.	In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce.	236:240	7:11	3.0
face	fic_1854_9826.txt-2758-13	fic_1859_9216.txt-5974-30	echoed the other, smiling still, but with a darkening of the face the while. "	You will see me ever beside you -- at nightfall, in the quiet noonday, ay, even in your pulpit, you will look down and see my face in the old familiar pew, and memory will overmaster you.	61:65	126:130	4.0
face	fic_1854_9826.txt-2758-13	fic_1964_10449.txt-2164-1	echoed the other, smiling still, but with a darkening of the face the while. "	Her face was contorted in an expression of rugged,	61:65	4:8	4.0
face	fic_1854_9826.txt-2758-13	fic_1965_16750.txt-4488-10	echoed the other, smiling still, but with a darkening of the face the while. "	-- 182 -- Ric and Rac, smeary in the face, eating steadily from untidy paper sacks of candy they have found somewhere on board, shriek noisily as they go down the gangplank.	61:65	37:41	4.0
face	fic_1854_9826.txt-2758-13	fic_1971_782006.txt-553-8	echoed the other, smiling still, but with a darkening of the face the while. "	Noting the expression on the young man's face she added sharply, " Are you all right? "	61:65	41:45	4.0
face	fic_1854_9826.txt-2758-13	fic_1994_16037.txt-2694-9	echoed the other, smiling still, but with a darkening of the face the while. "	Carly raises her hand to slap Alex in the face.	61:65	42:46	3.0
face	fic_1854_9826.txt-2758-13	fic_2007_33698.txt-157-14	echoed the other, smiling still, but with a darkening of the face the while. "	She was thirty-nine, and it was the first time she had seen her face, not as someone who	61:65	64:68	4.0
face	fic_1854_9826.txt-2758-13	fic_2007_52469.txt-543-1	echoed the other, smiling still, but with a darkening of the face the while. "	His face had a peculiar jut to it, as if it were sticking out from itself, and his leaning made it seem bigger than it was.	61:65	4:8	4.0
