	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	annotator7	median_label	non_nan_count
2710	ledebur_eisenhuettenkunde_1884-5694-22	wanderley_bauconstructionslehre01_1877-1526-77	abdecken	dwug_de	4.0			3.0	3.0						3.0	3
2711	ledebur_eisenhuettenkunde_1884-5694-22	wanderley_bauconstructionslehre01_1877-3217-23	abdecken	dwug_de	4.0					4.0					4.0	2
2712	ledebur_eisenhuettenkunde_1884-5694-22	wanderley_bauconstructionslehre02_1878-2133-43	abdecken	dwug_de	4.0				4.0						4.0	2
2714	ledebur_eisenhuettenkunde_1884-5861-14	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de					4.0	4.0					4.0	2
2717	ledebur_eisenhuettenkunde_1884-5998-32	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	4.0					4.0					4.0	2
2719	ledebur_eisenhuettenkunde_1884-6302-29	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	4.0			4.0							4.0	2
2720	ledebur_eisenhuettenkunde_1884-6688-5	nn_nrhz105_1848-528-34	abdecken	dwug_de		1.0			2.0						1.5	2
2721	ledebur_eisenhuettenkunde_1884-6836-46	wanderley_bauconstructionslehre02_1878-1492-27	abdecken	dwug_de			4.0	3.0							3.5	2
3184	nn_maehrisches71_1886-490-16	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	3.0		1.0		1.0	4.0	1.0				1.0	5
3185	nn_nrhz105_1848-528-34	strauss_jesus02_1836-788-64	abdecken	dwug_de		4.0			4.0						4.0	2
3191	wanderley_bauconstructionslehre02_1878-2114-50	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de				3.0	4.0	4.0					4.0	3
3192	wanderley_bauconstructionslehre02_1878-4577-74	wanderley_bauconstructionslehre02_1878-4882-12	abdecken	dwug_de				3.0		4.0					3.5	2
