lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment	cosine_similarity
afternoon	fic_1993_25005.txt-782-34	fic_1825_7041.txt-1647-2	Mrs    Stark,    to    compensate    for    not    having    been    any    help    to    him    in    finding    somewhere    to    live,    offered    to    contribute    homemade    snacks    and    left    with    him    a    little    early    on    a    Friday    afternoon    to    help    with    preparations.	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	174:183	[174,    183]	7:16	[7,    16]	4.0	0.9761715531349182
afternoon	fic_1855_1273.txt-734-12	nf_1834_755185.txt-2925-9	Accordingly,    Lilias    and    Phyllis    set    out    with    Alethea    and    Marianne    one    afternoon    to    Mrs.    Eden's    cottage,    which    stood    at    the    edge    of    a    long    field    at    the    top    of    the    hill.	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	70:79	[70,    79]	44:53	[44,    53]	4.0	0.964465320110321
afternoon	fic_1843_7208.txt-10502-5	fic_1825_7041.txt-1647-2	   "He    had    caught,    one    afternoon,    in    company    with    a    crew    of    political    cronies,    a    small    carful    of    striped-bass    and    Lafayette    fish,    in    the    East    river,    and    was    declared    the       "   "    Hero    of    Kipp's    bay.       "   "   "	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	19:28	[20,    29]	7:16	[7,    16]	4.0	0.9731878638267517
afternoon	fic_1860_9817.txt-1654-35	fic_1992_40272.txt-627-18	Having    returned    their    salutations    with    graceful    dignity,    he    followed    them    into    the    camp,    when    they    all    sat    down    to    a    plentiful    repast,    consisting    of    fresh    fish    and    venison,    which    had    that    afternoon    been    taken    from    pond    and    surrounding    forest    by    the    devoted    band,    and    prepared    and    kept    in    readiness,    untasted,    for    the    expected    reception    of    their    royal    leader.	Old    shopping    lists    and    ticket    stubs    and    wads    of    listed    newsprint    come    falling    around    Pafko    in    the    faded    afternoon.	188:197	[188,    197]	104:113	[104,    113]	4.0	0.9132131338119507
afternoon	fic_1845_7103.txt-562-47	fic_1852_9832.txt-757-5	While    wondering    at    the    happiness    his    presence    occasioned,    and    congratulating    himself    upon    his    good    fortune    in    getting    into    such    agreeable    companionship,    a    woman    came    in,    and    asked    in    rather    an    angry    tone,    why    the    piece    of    linen    she    had    purchased    there    the    previous    afternoon    had    not    been    sent    to    her    house    as    she    had    requested.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	265:274	[265,    274]	24:33	[25,    34]	4.0	0.9767586588859558
afternoon	mag_1845_587596.txt-153-9	mag_1855_556005.txt-194-2	If    you    walk    or    drive    among    them    in    the    afternoon,    they    are    panting    like    gourminds    after    a    turtle    dinner.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	39:48	[39,    48]	12:21	[12,    21]	2.0	0.9446276426315308
afternoon	fic_1853_1170.txt-1796-2	fic_1825_7041.txt-1647-2	As    the    afternoon    waned,    the    broker's    mind    grew    calmer.	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	7:16	[7,    16]	7:16	[7,    16]	4.0	0.9567376375198364
afternoon	nf_1838_747585.txt-609-4	fic_2008_36241.txt-90-1	It    was    a    fine    afternoon;    there    was    no    wind,    and    I    hoped,    by    walking,    to    have    a    view    of    the    great    temple    before    night.	This    afternoon    we    were    given    presentations    and    speeches    in    a    windowless    conference    room    crowded    with    desks    and    plastic    chairs.	14:23	[14,    23]	5:14	[5,    14]	4.0	0.9644582271575928
afternoon	mag_1854_555969.txt-139-11	fic_1971_14051.txt-667-2	Shortly    after,    an    officer    looked    into    his    cell    one    Sunday    afternoon,    and    found    him    lying    on    his    bed,    which    he    had    unrolled    contrary    to    orders,    reading    his    Bible.	On    those    afternoons    by    the    sea,    we    knitted,    Sheila    and    I,    and    talked    about    poetry    and    children.	58:67	[58,    67]	9:19	[9,    18]	4.0	0.9398276805877686
afternoon	mag_1968_490662.txt-89-5	fic_1988_10770.txt-925-3	Arlo    Guthrie    ON    a    late    afternoon    recently,    The    Bitter    End,    a    small,    cellarlike    night    club    on	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	23:32	[23,    32]	31:40	[31,    40]	4.0	0.976481556892395
afternoon	fic_1979_10650.txt-8749-42	fic_1852_593.txt-3856-10	Of    course    it    was    too    early    to    expect    a    full    report    on    the    list    of    eleven    parasites    that    Aachen    had    relayed    to    the    comrades    there;    obviously    museums    and    galleries    would    not    open    till    ten,    which    would    be    four    in    the    afternoon    here.	It    is    an    absurd    thing    for    a    man    in    his    afternoon,    -    -    a    man    of    the    world,    moreover,    with    these    three    white    hairs    in    his    brown    mustache    and    that    deepening    track    of    a    crow's-foot    on    each    temple,    an    absurd    thing    ever    to    have    happened,    and    quite    the    absurdest    for    an    old    bachelor,    like    me,    to    talk    about.	214:223	[214,    223]	39:48	[39,    48]	4.0	0.7901948690414429
afternoon	fic_1834_7323.txt-604-27	fic_1850_2310.txt-1321-9	The    national    republicans    said    they'd    heard    thunder    before    now,    and    seen    dreadful    black    clouds    all    over    the    sky,    and    they'd    seen    a    fair    afternoon    and    a    bright    rainbow    after    all    that.	She    remained    in    company    with    the    cows    all    the    afternoon.	135:144	[135,    144]	46:55	[46,    55]	4.0	0.9532808065414429
afternoon	fic_1835_7272.txt-2343-15	fic_1852_9832.txt-757-5	   "You    understood    the    intimation    in    the    Italian    stanza    I    gave    you    from    the    carriage    this    afternoon?       "   "   "	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	86:95	[87,    96]	24:33	[25,    34]	4.0	0.9775533080101013
afternoon	fic_1822_7275.txt-216-23	fic_1850_2310.txt-1321-9	   "Mrs.    Daggett,    nettled    by    her    sister's    hint,    rose    and    said,       "   "    that,    as    she    was    going    in    the    afternoon    to    attend    a    meeting    in    a    distant    part    of    the    town,    (for,       "   "    said    she,       "   "    no    one    can    say    that    distance    or    weather    ever    keeps    me    from    my    duties,)    she    had    no    more    time    to    waste.       "   "   "	She    remained    in    company    with    the    cows    all    the    afternoon.	91:100	[93,    102]	46:55	[46,    55]	4.0	0.9576451778411865
afternoon	fic_1994_54174.txt-275-3	fic_1854_5388.txt-1142-35	During    the    long    afternoon    of    uncertain    sleep    a    heavy,    almost    hot    pressure    seemed    to    swell    in    his    ribcage.	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	16:25	[16,    25]	146:155	[151,    160]	4.0	0.9535813331604004
afternoon	mag_1968_490661.txt-153-13	fic_1988_10770.txt-925-3	Shaw    and    the    other    recruiter    planned    to    fly    to    Midland    together    in    the    afternoon.	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	71:80	[71,    80]	31:40	[31,    40]	4.0	0.9560266733169556
afternoon	news_1971_729575.txt-35-24	nf_1849_762578.txt-1803-0	Apollo    15    is    scheduled    to    racket    out    of    lunar    orbit    Wednesday    afternoon    and    head    for    earth    and    a    splashdown    in    the    Pacific    Ocean    Saturday    afternoon.	afternoon    that    the    Indian    bought    me,    he    started    with    me    to    his    residence,    which    was    fifty    or    sixty    miles    distant.	138:147	[62,    71]	0:9	[0,    9]	4.0	0.9305309653282166
afternoon	fic_1833_7321.txt-162-45	nf_2006_776561.txt-30-8	If    one    of    the    neighbors    came    in    to    chat    awhile    in    an    evening,    my    grandfather    was    always    sure    to    go    through    with    the    fatigue    of    Burgwine;    and    if    a    stranger    was    travelling    through    Downingville    and    stopt    at    my    grandfather's    in    a    warm    afternoon    to    get    a    drink    of    water,    it    was    ten    chances    to    one    if    he    could    get    away    till    my    grandfather    had    been    through    the    whole    story    of    the    fatigue    of    Burgwine.	Sitting    in    on    a    class    in    the    late    afternoon,    listening    to    him    draw    on    his    experiences    from    his    Stanley    days,    I    imagined    that    beyond    the    nineteen    young    peo-    ple    seated    in    the    room,    he    was    speaking    to    all    those    he    knew    back    home,    explaining    that    he    had    done    as    well    as    any    executive    could,    in    a    very    changed    world,    to    preserve    Stanley    as    it    was.	231:240	[231,    240]	34:43	[34,    43]	4.0	0.947090744972229
afternoon	fic_1842_7206.txt-3926-5	mag_1980_491790.txt-342-2	He    had    caught,    one    afternoon,    in    company    with    a    crew    of    political    cronies,    a    small    car-full    of    striped    bass    and    Lafayette    fish,    in    the    East    river,    and    was    declared    the    Hero    of    Kipp's    Bay.	In    the    afternoon,    I    drove    down    to    the    square.	19:28	[19,    28]	7:16	[7,    16]	4.0	0.965828001499176
afternoon	fic_1860_615.txt-1132-40	fic_1825_7041.txt-1647-2	Owing,    it    may    be,    to    this    moral    estrangement,    -    -    this    chill    remoteness    of    their    position,    -    -    there    have    come    to    us    but    a    few    vague    whisperings    of    what    passed    in    Miriam's    interview    that    afternoon    with    the    sinister    personage    who    had    dogged    her    footsteps    ever    since    the    visit    to    the    catacomb.	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	187:196	[187,    196]	7:16	[7,    16]	4.0	0.965263843536377
afternoon	nf_1854_750816.txt-2503-1	fic_2008_36241.txt-90-1	Every    afternoon    the    Dissenters    crowded    to    a    simpler    worship,    204    James    had    waited    twenty-four    hours,    expecting,    as    it    should    seem,    the    performance    of    Lundy's    promises;    and    in    twenty-four    hours    the    arrangements    for    the    defence    of    Londonderry    were    complete.	This    afternoon    we    were    given    presentations    and    speeches    in    a    windowless    conference    room    crowded    with    desks    and    plastic    chairs.	6:15	[6,    15]	5:14	[5,    14]	4.0	0.9463568925857544
afternoon	fic_1993_1040092.txt-5145-7	mag_1855_556005.txt-194-2	At    that    very    moment,    the    late    afternoon    sunlight    streams    through    the    willow    trees    like    a    breeze,    lighting    up    Lucy    with    colors    that    come    right    out    of    the    air,    colors    that    Toshi    can't    even    name.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	30:39	[30,    39]	12:21	[12,    21]	2.0	0.9672727584838867
afternoon	nf_2005_775713.txt-23-7	fic_1997_54614.txt-159-18	Surely,    over    the    course    of    the    afternoon,    that    would    become    clear.	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	31:40	[31,    40]	62:71	[62,    71]	4.0	0.9747216701507568
afternoon	fic_1984_14628.txt-868-5	fic_1992_40272.txt-627-18	Esposito    has    gone    for    an    afternoon    walk    and    fallen    asleep,    his    walking    stick    in    his    hand,    one    knee    bent,    his    head    pillowed    on    a    stone.	Old    shopping    lists    and    ticket    stubs    and    wads    of    listed    newsprint    come    falling    around    Pafko    in    the    faded    afternoon.	25:34	[25,    34]	104:113	[104,    113]	4.0	0.9713640213012695
afternoon	fic_1983_782026.txt-2184-5	fic_1987_780057.txt-318-5	   "Ronni's    away    for    the    afternoon,       "   "    he    said.       "   "   "	I'd    landed    in    early    afternoon,    local    time.	21:30	[22,    31]	20:29	[20,    29]	4.0	0.9616968631744385
afternoon	mag_1976_479739.txt-8-3	fic_1971_14051.txt-667-2	Then,    that    afternoon,    the    White    House    press    office    asked    the    three    networks    for    one-half    hour    of    prime    time    for    a    Presidential    statement    about    taxes.	On    those    afternoons    by    the    sea,    we    knitted,    Sheila    and    I,    and    talked    about    poetry    and    children.	11:20	[11,    20]	9:19	[9,    18]	4.0	0.9773755669593811
afternoon	fic_1977_780095.txt-3981-5	fic_1825_7041.txt-1647-2	It    was    openly    a    fall    afternoon,    the    sun    soft    and    warm    in    the    hills,    the    trees    whispering,    trading    shadows    right    up    the    side    of    |    the    mountains,    into    the    high    pines    and    the    dark    ravines    and    canyons,    and    then    back    down    again    under    the    aspens.	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	21:30	[21,    30]	7:16	[7,    16]	4.0	0.975419282913208
afternoon	fic_1848_7193.txt-9645-37	fic_1852_9832.txt-757-5	A    wide    and    grassy    lawn,    seperated    from    the    road    by    a    stone    wall,    and    dotted    with    elms    and    oaks,    with    a    gray    old    mansion    in    the    background,    slept    in    the    beams    of    the    afternoon    sun.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	165:174	[165,    174]	24:33	[25,    34]	4.0	0.9269241094589233
afternoon	fic_1971_23878.txt-100-32	fic_1997_54614.txt-159-18	He's    got    all    of    you    inside    the    camera    box,    got    all    the    other    broken    bodies    in    there    too,    and    when    the    battleship    New    Jersey    sailed    by    on    display    th    afternoon    you    were    hit,    he    went    on    deck    and    go    her    in    --    different    lens,    same    box    --    he's    got    all    a    Vietnam    that    floats    his    way    inside    the    box,    Insta    matic.Panatomic,    special    film;    there's    nothing    tha    escapes    his    box.	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	148:157	[148,    157]	62:71	[62,    71]	4.0	0.8900341987609863
afternoon	fic_1860_8118.txt-1759-29	fic_1987_780057.txt-318-5	,    Some    of    the    younger    men    dance    to    the    sound    of    the    banjo    or    fiddle    --    others    sit    on    the    gunwale,    smoking    and    talking;    Late    in    the    afternoon,    the    mocking-bird,    the    American    mimic,    singing    in    the    Great    Dismal    Swamp    --    there    are    the    greenish    waters,    the    resinous    odor,    the    plenteous    moss,    the    cypress    tree,    and    the    juniper    tree;    Northward,    young    men    of    Mannahatta    --    the    target    company    from    an    excursion    returning    home    at    evening    --    the    musket-muzzles    all    bear    bunches    of    flowers    presented    by    women;    Children    at    play    --    or    on    his    father's    lap    a    young    boy    fallen    asleep,    (how    his    lips    move!	I'd    landed    in    early    afternoon,    local    time.	131:140	[131,    140]	20:29	[20,    29]	4.0	0.9474377632141113
afternoon	fic_1847_1094.txt-4528-4	mag_1855_556005.txt-194-2	Though    early    in    the    afternoon,    everything    was    quiet;    but    upon    mounting    the    side    we    found    four    or    five    sailors    lounging    about    the    forecastle,    under    an    awning.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	20:29	[20,    29]	12:21	[12,    21]	2.0	0.9678523540496826
afternoon	fic_1971_782009.txt-2373-20	fic_2007_34112.txt-95-13	   "I    have    already    told    Mr.    Robichaux,    Mr.    Waymark    and    Mrs.    Withers    that    you    will    return    their    calls    later    this    afternoon.       "   "   "	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	108:117	[109,    118]	61:70	[61,    70]	4.0	0.9284617900848389
afternoon	fic_1853_4303.txt-2902-31	fic_1853_7732.txt-4-29	At    noon    where    they    halted    the    face    of    the    country    was    much    as    it    was    when    they    set    out    in    the    morning;    but,    after    a    rapid    ride    in    the    afternoon,    the    vegetation    entirely    disappeared    except    the    rank    grass,    leaving    a    broad    prairie    before    them.	and    the    hollow    moan    Of    the    fitful    breeze    had    a    plaintive    tone;    And    it    seemed,    though    in    the    heart    of    June,    Like    the    year's    autumnal    afternoon.	134:143	[134,    143]	132:141	[132,    141]	4.0	0.9008013010025024
afternoon	news_2005_666450.txt-44-2	fic_2008_36241.txt-90-1	In    the    afternoon,    about    4,000    protesters    massed    in    the    central    square    and    set    up    a    podium    under    a    monument    to    Babur,    an    Uzbek    prince,    where    speakers    complained    of    unemployment    and    living    in    poverty.	This    afternoon    we    were    given    presentations    and    speeches    in    a    windowless    conference    room    crowded    with    desks    and    plastic    chairs.	7:16	[7,    16]	5:14	[5,    14]	4.0	0.9748514294624329
afternoon	fic_2000_28733.txt-1-8	fic_1997_54614.txt-159-18	The    dry    surface    layer,    lifted    by    the    afternoon    wind,    dusted    her    damp    skin.	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	37:46	[37,    46]	62:71	[62,    71]	4.0	0.8583413362503052
afternoon	fic_1844_7135.txt-185-2	fic_1988_10770.txt-925-3	But    towards    afternoon    the    pirate,    having    repaired    damages,    overhauled    him    for    the    eighth    time,    and    getting    within    range    began    to    open    his    fire.	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	12:21	[12,    21]	31:40	[31,    40]	4.0	0.9465078115463257
afternoon	fic_1974_782013.txt-1545-5	mag_1980_491790.txt-342-2	We    lazed    along    through    the    afternoon,    all    three    half    asleep    by    the    time    we    made    the    final    mile    before    home.	In    the    afternoon,    I    drove    down    to    the    square.	27:36	[27,    36]	7:16	[7,    16]	4.0	0.9833776950836182
afternoon	mag_1859_506406.txt-108-33	mag_1980_491790.txt-342-2	Now    climbing    up    the    precipitous    rocks,    and    now    cutting    their    way    through    the    tangled    woods,    they    toiled    courageously    forward,    but    did    not    reach    the    castle    till    two    o'clock    in    the    afternoon.	In    the    afternoon,    I    drove    down    to    the    square.	179:188	[179,    188]	7:16	[7,    16]	4.0	0.959774374961853
afternoon	fic_1999_44564.txt-215-2	fic_1997_54614.txt-159-18	By    early    afternoon    he    was    on    his    way,    the    carpet    rolled    up    and    tied    behind    him.	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	9:18	[9,    18]	62:71	[62,    71]	4.0	0.9071237444877625
afternoon	fic_1839_7352.txt-2123-7	mag_1855_556005.txt-194-2	On    one    occasion    they    started    on    their    afternoon    expedition    in    an    unusually    cheerful    mood.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	38:47	[38,    47]	12:21	[12,    21]	3.0	0.9324523210525513
afternoon	fic_1968_10504.txt-1024-20	fic_2007_34112.txt-95-13	Two    days    later,    we    were    caught    by    the    patrol    from    the    other    battalion;    that    was    in    the    early    afternoon,    and    by    nightfall    we    were    handed    over    to    this    captainwho    was    given    the    job    of    escorting    us    back    to    our    battalion,    and    then    to    the    division.	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	93:102	[93,    102]	61:70	[61,    70]	4.0	0.8907452821731567
afternoon	mag_1996_424983.txt-549-1	fic_1852_9832.txt-757-5	One    afternoon,    when    we    had    been    on    the    water    about    a    week,    I    climbed    to    the    roof    of    the    bridge.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	4:13	[4,    13]	24:33	[25,    34]	4.0	0.9930652379989624
afternoon	fic_1855_2965.txt-1882-18	fic_1854_5388.txt-1142-35	But    the    latter    felt    too    tired    to    walk    about    a    great    deal,    and    spent    most    of    the    afternoon    in    the    hotel,    while    his    uncle    was    off    attending    to    some    business.	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	80:89	[80,    89]	146:155	[151,    160]	4.0	0.9633284211158752
afternoon	fic_1849_7218.txt-2196-17	fic_1987_780057.txt-318-5	In    imagination,    as    I    lay    in    my    berth    on    ship-board,    I    used    to    take    pleasant    afternoon    rambles    through    the    town;    down    St.    James-street    and    up    Great    George's,    stopping    at    various    places    of    interest    and    attraction.	I'd    landed    in    early    afternoon,    local    time.	76:85	[76,    85]	20:29	[20,    29]	4.0	0.9716405868530273
afternoon	fic_1993_53896.txt-67-8	mag_1980_491790.txt-342-2	   "Well,    that    doesn't    last    all    afternoon.	In    the    afternoon,    I    drove    down    to    the    square.	30:39	[29,    38]	7:16	[7,    16]	4.0	0.9248397350311279
afternoon	fic_1996_54472.txt-133-9	fic_1825_7041.txt-1647-2	   "And    what    the    hell,    it's    only    one    afternoon    a    week    for    me    but    it's    like    the    whole    rest    of    their    lives    for    some    of    these    people.       "   "   "	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	33:42	[34,    43]	7:16	[7,    16]	4.0	0.958302915096283
afternoon	nf_1839_747920.txt-1978-13	fic_2007_34112.txt-95-13	In    the    forenoon    Mr.    Ewing    offered    his    resolution;    and,    in    the    afternoon	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	62:71	[62,    71]	61:70	[61,    70]	4.0	0.9395115375518799
afternoon	fic_1970_10525.txt-2314-16	fic_1850_2310.txt-1321-9	|p165ONE    LAST    TIME    we    met    by    chance,    Justin    and    I,    on    a    hot    Saturday    afternoon    of    July,    when    I    was    on    my    way    up    Via    Duomo.	She    remained    in    company    with    the    cows    all    the    afternoon.	69:78	[69,    78]	46:55	[46,    55]	4.0	0.9564985036849976
afternoon	mag_1979_431971.txt-179-14	fic_1825_7041.txt-1647-2	He    and    Joanne    were    going    to    play    the    lead    roles    in    Picnic    at    that    afternoon's    matinee.	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	66:75	[66,    75]	7:16	[7,    16]	4.0	0.9264857769012451
afternoon	fic_1857_3100.txt-1597-1	nf_2006_776561.txt-30-8	   "This    afternoon,    sir,    I    took    some    money    from    Mr.    Wilkins    to    deposit    in    the    bank.       "   "   "	Sitting    in    on    a    class    in    the    late    afternoon,    listening    to    him    draw    on    his    experiences    from    his    Stanley    days,    I    imagined    that    beyond    the    nineteen    young    peo-    ple    seated    in    the    room,    he    was    speaking    to    all    those    he    knew    back    home,    explaining    that    he    had    done    as    well    as    any    executive    could,    in    a    very    changed    world,    to    preserve    Stanley    as    it    was.	5:14	[6,    15]	34:43	[34,    43]	4.0	0.9593893885612488
afternoon	nf_1851_771607.txt-2494-73	nf_1849_762578.txt-1803-0	And,    having    reached    Bologna,    I    tried    to    gain    time,    or    at    least    avoid    another    night-ride,    by    taking    a    private    carriage    (vetturino)    this    afternoon    for    Ferrara,    thirty    miles    further    on,    sleep    there    to-night,    and    catch    a    Diligence    or    Mail-Coach    to-morrow    morning,    so    as    to    reach    Padua    in    the    evening:    but    no    --    there    is    no    coach    out    of    Padua    Venice-ward    till    4    to-morrow    afternoon,    and    I    should    gain    nothing	afternoon    that    the    Indian    bought    me,    he    started    with    me    to    his    residence,    which    was    fifty    or    sixty    miles    distant.	367:376	[135,    144]	0:9	[0,    9]	4.0	0.8761910200119019
afternoon	fic_1973_10570.txt-2425-28	fic_1852_9832.txt-757-5	I    t    was    not    to    watch    the    seventh    place    Reapers    take    on    the    eighth    place    Mundys    that    a    record-breaking    forty-two    thousandhad    assembled    in    Reaper    Field    on    a    weekday    afternoon    --    rather,    they    had    come,    some    from    as    far    as    two    hundred    miles    upstate,    to    see    justice    done.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	163:172	[163,    172]	24:33	[25,    34]	4.0	0.9789084196090698
afternoon	news_1998_653815.txt-37-5	fic_1850_2310.txt-1321-9	Partners    left    the    meeting    Saturday    afternoon    without    knowing    the    results    of    that    poll.	She    remained    in    company    with    the    cows    all    the    afternoon.	35:44	[35,    44]	46:55	[46,    55]	4.0	0.9844802618026733
afternoon	mag_1822_553391.txt-14-32	fic_2008_36241.txt-90-1	The    mundane    element    is    entirely    absent;    there    is    nothing    in    those    silent    assemblages    of    men    and    women    in    street    clothes,    packed    into    a    dirty,    stuffy    theatre    of    a    winter    afternoon,    to    recall    or    replace    the    aspect    of    the    auditorium    of    the    Italiens    or    Grand    Op    *    ra    in    former    days.	This    afternoon    we    were    given    presentations    and    speeches    in    a    windowless    conference    room    crowded    with    desks    and    plastic    chairs.	169:178	[169,    178]	5:14	[5,    14]	4.0	0.9774806499481201
afternoon	fic_1971_782009.txt-2373-20	fic_2007_34112.txt-95-13	   "I    have    already    told    Mr.    Robichaux,    Mr.    Waymark    and    Mrs.    Withers    that    you    will    return    their    calls    later    this    afternoon.       "   "   "	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	108:117	[109,    118]	61:70	[61,    70]	4.0	0.9284617900848389
afternoon	mag_1964_312091.txt-0-4	mag_1855_556005.txt-194-2	   "@@312091    It    was    Saturday    afternoon    in    New    York,    and    the    Journal-American's    Columnist    (   "   "    Man    About    Manhattan       "   ")    and    Theater    Critic    John    McClain    had    a    date    with    Mrs.    Anne    Ford,    recently    divorced    from    Henry    Ford    II.   "	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	25:34	[26,    35]	12:21	[12,    21]	4.0	0.9811554551124573
afternoon	fic_1967_10491.txt-4998-1	mag_1855_556005.txt-194-2	By    afternoon    he    was    out    of    a    job;    he    was    also    codefendant,    with    his    paper,    in    a    suit    for    assault    and    battery.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	3:12	[3,    12]	12:21	[12,    21]	4.0	0.9253659248352051
